cell_type,transcript_name,gene_name,AD,Control,chi_pval,chi_padj,chi_significant,delta_usage,usage_direction,permutation_pval,permutation_significant,n_valid_permutations,total_counts_AD,total_counts_CT,mean_CPM_AD,mean_CPM_CT,log2FC,isoform_role,tx_role_mane,candidate_group,ENST_ID,ENSG_ID,transcript_type,biotype_class,junior_pass,has_CDS,canonical_tx,cds_diff_bp,ct_count,multi_ct,ad_prior_category,ad_prior_flag,ad_ot_score,ad_ot_label,ad_ot_genetic,ad_ot_lit,ad_specificity,has_structural_feat,n_domains,domain_names,uniprot_acc,proxy_type,splice_in_cds
Excitatory_neuron,SLC6A1-201,SLC6A1,0.0149253731343283,0.8247422680412371,4.220218406326628e-25,9.442905096553556e-24,True,-0.8098168949069088,CT_enriched,0.0064102564102564,True,1716.0,1,80,0.3,19.1679,-3.9554,Dominant,Canonical,trial_failure_candidate,ENST00000287766,ENSG00000157103,protein_coding,PC_CDS,True,True,SLC6A1-201,0,2,True,none,False,0.2778,supported,0.4245,0.3037,3.565,False,0,,P30531,D,False
Excitatory_neuron,SMAD2-203,SMAD2,0.3866666666666666,0.1481481481481481,1.0662236710048971e-09,6.026075297559948e-09,True,0.2385185185185185,AD_enriched,0.05,True,10000.0,87,20,13.9604,6.8162,0.9366,Minor,Alternate,new_target_candidate,ENST00000402690,ENSG00000175387,protein_coding,PC_UTR,True,True,SMAD2-201,0,1,False,none,False,0.0275,novel,0.0,0.2261,1.432,True,2,"MH1, MH2",Q15796,N,False
Excitatory_neuron,SNX14-235,SNX14,0.2415730337078651,0.0,1.856102950664693e-75,3.9894964330499e-73,True,0.2415730337078651,AD_enriched,0.0441558441558441,True,5005.0,43,0,12.2769,0.0,3.7308,Minor,Alternate,new_target_candidate,ENST00000682497,ENSG00000135317,protein_coding,PC_CDS,True,True,SNX14-201,3,1,False,none,False,0.0022,novel,0.0,0.0182,0.222,True,3,"PXA, RGS, PX",Q9Y5W7,C,True
Excitatory_neuron,transcript150486.chr6.nnic,SOBP,0.2966101694915254,0.0098039215686274,7.561695915210719e-08,3.4032429648851284e-07,True,0.286806247922898,AD_enriched,0.006,True,10000.0,35,1,8.7939,0.2782,2.9378,Minor,Alternate,new_target_candidate,transcript150486.chr6.nnic,ENSG00000112320,,novel,True,False,SOBP-201,573,1,False,none,False,0.0046,novel,0.0,0.038,0.462,False,0,,A7XYQ1,D,True
Excitatory_neuron,SORT1-201,SORT1,0.2816901408450704,0.7715736040609137,1.715459122924203e-18,2.3444608013297438e-17,True,-0.4898834632158433,CT_enriched,0.0075757575757575,True,3432.0,40,152,12.4273,55.1365,-2.0638,Dominant,Canonical,trial_failure_candidate,ENST00000256637,ENSG00000134243,protein_coding,PC_CDS,True,True,SORT1-201,0,1,False,none,False,0.0739,emerging,0.0,0.6079,1.305,True,1,Vps10p,Q99523,C,False
Excitatory_neuron,SORT1-209,SORT1,0.5774647887323944,0.2182741116751269,1.715459122924203e-18,2.3444608013297438e-17,True,0.3591906770572675,AD_enriched,0.0075757575757575,True,3432.0,82,43,13.2541,13.352,-0.0099,Minor,Alternate,new_target_candidate,ENST00000538502,ENSG00000134243,protein_coding,PC_CDS,True,True,SORT1-201,137,1,False,none,False,0.0739,emerging,0.0,0.6079,1.305,True,1,Vps10p,Q99523,C,True
Excitatory_neuron,transcript48560.chr21.nic,SPATC1L,0.6119402985074627,0.0862068965517241,1.8714270985303e-21,3.285651586602826e-20,True,0.5257334019557386,AD_enriched,0.0439560439560439,True,3003.0,123,10,19.476,4.5835,1.8747,Minor,Alternate,new_target_candidate,transcript48560.chr21.nic,ENSG00000160284,,novel,True,False,,0,1,False,none,False,0.0046,novel,0.0,0.038,0.462,False,0,,Q9H0A9,D,False
Excitatory_neuron,SPATS2L-204,SPATS2L,0.063231850117096,0.2826855123674912,5.465327662483688e-19,7.863198602433428e-18,True,-0.2194536622503951,CT_enriched,0.0344214608920491,True,6188.0,27,80,5.7729,19.7087,-1.6124,Dominant,Canonical,trial_failure_candidate,ENST00000409140,ENSG00000196141,protein_coding,PC_CDS,True,True,SPATS2L-204,0,1,False,none,False,0.0055,novel,0.0,0.0,0.546,False,0,,Q9NUQ6,D,False
Excitatory_neuron,SPEN-201,SPEN,0.616361071932299,0.8679950186799502,2.536402766990618e-29,7.688335395839508e-28,True,-0.2516339467476511,CT_enriched,0.0259,True,10000.0,437,697,106.661,299.2716,-1.4798,Dominant,Canonical,trial_failure_candidate,ENST00000375759,ENSG00000065526,protein_coding,PC_CDS,True,True,SPEN-201,0,3,True,none,False,0.3322,supported,0.2672,0.0304,2.918,True,6,"RRM 1, RRM 2, RRM 3",Q96T58,C,False
Excitatory_neuron,SPIN3-201,SPIN3,0.1469465648854961,0.3501628664495114,1.4106913552933762e-27,3.9417772087271726e-26,True,-0.2032163015640153,CT_enriched,0.045,True,10000.0,77,215,16.8416,48.2013,-1.4635,Dominant,Canonical,trial_failure_candidate,ENST00000374919,ENSG00000204271,protein_coding,PC_CDS,True,True,SPIN3-201,0,1,False,none,False,0.0028,novel,0.0,0.0,0.264,False,0,,Q5JUX0,D,False
Excitatory_neuron,SPP1-203,SPP1,0.4009216589861751,0.9119718309859156,9.581217976233716e-33,3.614871229012008e-31,True,-0.5110501719997405,CT_enriched,0.0433,True,10000.0,87,259,34.9836,277.5791,-2.9527,Dominant,Canonical,trial_failure_candidate,ENST00000395080,ENSG00000118785,protein_coding,PC_CDS,True,True,SPP1-203,0,1,False,none,False,0.119,emerging,0.0,0.9621,1.376,False,0,,Q9BX95,D,False
Excitatory_neuron,ST8SIA5-203,ST8SIA5,0.4931506849315068,0.1651376146788991,2.191936090384804e-05,6.93770758103499e-05,True,0.3280130702526077,AD_enriched,0.0406260406260406,True,3003.0,36,18,4.0613,5.7493,-0.4152,Minor,Alternate,new_target_candidate,ENST00000538168,ENSG00000101638,protein_coding,PC_CDS,True,True,ST8SIA5-201,108,1,False,none,False,0.0037,novel,0.0,0.0304,0.37,False,0,,O15466,D,True
Excitatory_neuron,STAMBP-202,STAMBP,0.0875912408759124,0.46875,5.679952172370568e-17,6.71465012643741e-16,True,-0.3811587591240876,CT_enriched,0.0139860139860139,True,3003.0,12,30,2.3681,7.445,-1.3262,Dominant,Canonical,trial_failure_candidate,ENST00000394070,ENSG00000124356,protein_coding,PC_CDS,True,True,STAMBP-202,0,2,True,none,False,0.0389,novel,0.0,0.3201,3.563,True,1,MPN,O95630,C,False
Excitatory_neuron,STRC-202,STRC,0.8409090909090909,0.225,1.399688940629457e-09,7.792773670239198e-09,True,0.615909090909091,AD_enriched,0.0285714285714285,True,35.0,37,9,12.0274,2.4834,1.903,Minor,Alternate,new_target_candidate,ENST00000432436,ENSG00000242866,protein_coding,PC_CDS,True,True,,695,1,False,none,False,0.0052,novel,0.0,0.0426,0.482,False,0,,Q7RTU9,D,True
Excitatory_neuron,SUPT5H-201,SUPT5H,0.3090909090909091,0.0545454545454545,0.0032850752916042,0.0070609209222269,True,0.2545454545454546,AD_enriched,0.006,True,10000.0,34,3,11.1221,1.5483,2.25,Minor,Alternate,new_target_candidate,ENST00000359191,ENSG00000196235,protein_coding,PC_CDS,True,True,,3033,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,5,"KOW 1, KOW 2, KOW 3",O00267,C,True
Excitatory_neuron,SYNCRIP-222,SYNCRIP,0.2569444444444444,0.0123456790123456,2.2215562918050277e-10,1.3642856084652e-09,True,0.2445987654320988,AD_enriched,0.0336330336330336,True,3003.0,37,1,5.255,0.2782,2.2909,Minor,Alternate,new_target_candidate,ENST00000710383,ENSG00000135316,protein_coding,PC_CDS,True,True,,1292,1,False,none,False,0.0083,novel,0.0,0.0681,0.317,True,3,"RRM 1, RRM 2, RRM 3",O60506,C,True
Excitatory_neuron,TAB3-201,TAB3,0.4722222222222222,0.8961038961038961,1.0745472446884336e-06,4.171737058880711e-06,True,-0.4238816738816738,CT_enriched,0.0,True,462.0,17,69,3.0955,20.8896,-2.4181,Dominant,Canonical,trial_failure_candidate,ENST00000288422,ENSG00000157625,protein_coding,PC_CDS,True,True,TAB3-201,0,1,False,none,False,0.0035,novel,0.0,0.0243,0.322,True,1,CUE,Q8N5C8,C,False
Excitatory_neuron,TAB3-204,TAB3,0.25,0.0,1.0745472446884336e-06,4.171737058880711e-06,True,0.25,AD_enriched,0.0064935064935064,True,462.0,9,0,2.6663,0.0,1.8743,Minor,Alternate,new_target_candidate,ENST00000378932,ENSG00000157625,protein_coding,PC_CDS,True,True,TAB3-201,84,1,False,none,False,0.0035,novel,0.0,0.0243,0.322,True,1,CUE,Q8N5C8,C,True
Excitatory_neuron,TADA2B-201,TADA2B,0.0689655172413793,0.5480769230769231,1.4257618575959536e-16,1.610338989797468e-15,True,-0.4791114058355438,CT_enriched,0.009,True,10000.0,10,57,2.2137,44.8503,-3.8346,Dominant,Canonical,trial_failure_candidate,ENST00000310074,ENSG00000173011,protein_coding,PC_CDS,True,True,TADA2B-201,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,SANT,Q86TJ2,C,False
Excitatory_neuron,TADA2B-205,TADA2B,0.9310344827586208,0.4519230769230769,1.4257618575959536e-16,1.610338989797468e-15,True,0.4791114058355438,AD_enriched,0.009,True,10000.0,135,47,32.6008,17.723,0.8437,Minor,Alternate,new_target_candidate,ENST00000515646,ENSG00000173011,protein_coding,PC_UTR,True,False,TADA2B-201,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,SANT,Q86TJ2,N,False
Excitatory_neuron,TAF2-201,TAF2,0.1497005988023952,0.4930232558139535,5.33058392286415e-23,1.0473637607998732e-21,True,-0.3433226570115583,CT_enriched,0.0115,True,10000.0,25,106,5.3969,31.6286,-2.3507,Dominant,Canonical,trial_failure_candidate,ENST00000378164,ENSG00000064313,protein_coding,PC_CDS,True,True,TAF2-201,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,False,0,,Q6P1X5,D,False
Excitatory_neuron,transcript28780.chr4.nnic,TAPT1,0.3956043956043956,0.0,4.0406669867465726e-24,8.429544393233365e-23,True,0.3956043956043956,AD_enriched,0.0217282717282717,True,8008.0,72,0,175.0794,0.0,7.4601,Minor,Alternate,new_target_candidate,transcript28780.chr4.nnic,ENSG00000169762,,novel,True,False,TAPT1-201,1275,1,False,none,False,0.0,novel,0.0,0.0,0.0,False,0,,Q6NXT6,D,True
Excitatory_neuron,TBCK-204,TBCK,0.3643410852713178,0.918918918918919,1.959269593538779e-13,1.6446271274521373e-12,True,-0.5545778336476012,CT_enriched,0.0359640359640359,True,8008.0,47,68,9.2168,18.9934,-0.9686,Dominant,Canonical,trial_failure_candidate,ENST00000394708,ENSG00000145348,protein_coding,PC_CDS,True,True,TBCK-204,0,1,False,none,False,0.0046,novel,0.0,0.038,0.462,True,3,"Protein kinase, Rab-GAP TBC, Rhodanese",Q8TEA7,C,False
Excitatory_neuron,transcript100510.chr2.nnic,TET3,0.2790697674418604,0.0,0.0005594047245472,0.0014025654687924,True,0.2790697674418604,AD_enriched,0.0265151515151515,True,792.0,12,0,2.6883,0.0,1.8829,Minor,Alternate,new_target_candidate,transcript100510.chr2.nnic,ENSG00000187605,,novel,True,False,TET3-202,3301,1,False,none,False,0.016,novel,0.0,0.1313,1.391,False,0,,O43151,D,True
Excitatory_neuron,transcript317268.chr3.nnic,TFRC,0.4230769230769231,0.1444444444444444,4.1076189902040807e-10,2.436065342601802e-09,True,0.2786324786324786,AD_enriched,0.0333333333333333,True,120.0,22,13,5.5181,2.2338,1.0112,Minor,Alternate,new_target_candidate,transcript317268.chr3.nnic,ENSG00000072274,,novel,True,False,TFRC-201,2004,1,False,none,False,0.1054,emerging,0.0,0.8555,2.138,True,1,PA,P02786,C,True
Excitatory_neuron,TLK2-219,TLK2,0.2631578947368421,0.0,9.913855813647694e-10,5.6210215256757075e-09,True,0.2631578947368421,AD_enriched,0.0296,True,10000.0,10,0,2.0295,0.0,1.5991,Minor,Alternate,new_target_candidate,ENST00000682085,ENSG00000146872,protein_coding,PC_UTR,True,True,TLK2-203,0,1,False,none,False,0.0065,novel,0.0,0.0532,0.389,True,1,Protein kinase,Q86UE8,N,False
Excitatory_neuron,TLK2-203,TLK2,0.1052631578947368,0.7183098591549296,9.913855813647694e-10,5.6210215256757075e-09,True,-0.6130467012601928,CT_enriched,0.0476,True,10000.0,4,51,0.4035,10.8037,-3.0722,Dominant,Canonical,trial_failure_candidate,ENST00000346027,ENSG00000146872,protein_coding,PC_CDS,True,True,TLK2-203,0,1,False,none,False,0.0065,novel,0.0,0.0532,0.389,True,1,Protein kinase,Q86UE8,C,False
Excitatory_neuron,TNPO1-201,TNPO1,0.2404580152671755,0.5651260504201681,5.690952545955581e-18,7.379511226410043e-17,True,-0.3246680351529926,CT_enriched,0.0029,True,10000.0,63,269,15.435,71.6772,-2.1447,Dominant,Canonical,trial_failure_candidate,ENST00000337273,ENSG00000083312,protein_coding,PC_CDS,True,True,TNPO1-201,0,1,False,none,False,0.017,novel,0.0,0.1156,0.937,True,1,Importin N-terminal,Q92973,C,False
Excitatory_neuron,TRIM33-201,TRIM33,0.4524590163934426,0.834920634920635,1.0171956977069248e-23,2.0792418109035205e-22,True,-0.3824616185271923,CT_enriched,0.0094,True,10000.0,138,263,32.8478,76.4847,-1.1949,Dominant,Canonical,trial_failure_candidate,ENST00000358465,ENSG00000197323,protein_coding,PC_CDS,True,True,TRIM33-201,0,1,False,none,False,0.2691,supported,0.0,0.1092,2.724,True,1,Bromo,Q9UPN9,C,False
Excitatory_neuron,TRIM33-202,TRIM33,0.4131147540983607,0.1492063492063492,1.0171956977069248e-23,2.0792418109035205e-22,True,0.2639084048920115,AD_enriched,0.0263,True,10000.0,126,47,25.2039,13.0622,0.898,Minor,Alternate,new_target_candidate,ENST00000369543,ENSG00000197323,protein_coding,PC_CDS,True,True,TRIM33-201,51,1,False,none,False,0.2691,supported,0.0,0.1092,2.724,True,1,Bromo,Q9UPN9,C,True
Excitatory_neuron,TSNARE1-209,TSNARE1,0.2195121951219512,0.0,3.742551076365416e-05,0.0001146196666004,True,0.2195121951219512,AD_enriched,0.0272727272727272,True,330.0,9,0,1.4726,0.0,1.3061,Minor,Alternate,new_target_candidate,ENST00000662555,ENSG00000171045,protein_coding,PC_CDS,True,True,TSNARE1-208,468,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,t-SNARE coiled-coil homology,Q96NA8,C,True
Excitatory_neuron,transcript100446.chr2.nic,TTC31,0.3584905660377358,0.0,2.223172395309361e-11,1.5206327675920254e-10,True,0.3584905660377358,AD_enriched,0.0212121212121212,True,330.0,19,0,9.7357,0.0,3.4243,Minor,Alternate,new_target_candidate,transcript100446.chr2.nic,ENSG00000115282,,novel,True,False,TTC31-201,1223,1,False,none,False,0.0,novel,0.0,0.0,0.0,False,0,,Q49AM3,D,True
Excitatory_neuron,TTLL11-202,TTLL11,0.5,0.203125,0.001126166778521,0.0026537876943686,True,0.296875,AD_enriched,0.0465367965367965,True,924.0,24,13,2.8942,3.9971,-0.3598,Minor,Alternate,new_target_candidate,ENST00000373776,ENSG00000175764,protein_coding,PC_CDS,True,True,TTLL11-201,1147,1,False,none,False,0.0015,novel,0.0,0.0122,0.148,True,1,TTL,Q8NHH1,C,True
Excitatory_neuron,transcript48201.chr15.nnic,TYRO3,0.4407364787111623,0.0226628895184136,1.3742865434971143e-54,1.5339414054009845e-52,True,0.4180735891927487,AD_enriched,0.0377,True,10000.0,383,8,85.4275,6.771,3.4753,Minor,Alternate,new_target_candidate,transcript48201.chr15.nnic,ENSG00000092445,,novel,True,False,TYRO3-201,2158,1,False,none,False,0.023,novel,0.0,0.1893,1.796,True,5,"Ig-like C2-type 1, Ig-like C2-type 2, Fibronectin type-III 1",Q06418,C,True
Excitatory_neuron,UBAP2-204,UBAP2,0.375,0.6363636363636364,2.830632695036942e-05,8.844791940923802e-05,True,-0.2613636363636363,CT_enriched,0.0451548451548451,True,5005.0,42,49,9.7432,14.1323,-0.4942,Dominant,Canonical,trial_failure_candidate,ENST00000379238,ENSG00000137073,protein_coding,PC_CDS,True,True,UBAP2-204,0,1,False,none,False,0.0066,novel,0.0,0.0,0.079,True,1,UBA,Q5T6F2,C,False
Excitatory_neuron,transcript6174.chr4.nic,UVSSA,0.7160493827160493,0.0943396226415094,7.438512199020109e-12,5.329431012893903e-11,True,0.6217097600745399,AD_enriched,0.0334110334110334,True,1287.0,58,5,19.1058,1.5773,2.9637,Minor,Alternate,new_target_candidate,transcript6174.chr4.nic,ENSG00000163945,,novel,True,False,,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,False,0,,Q2YD98,D,False
Excitatory_neuron,VSTM4-202,VSTM4,0.3409090909090909,0.8,3.43502491364979e-10,2.070062167588612e-09,True,-0.4590909090909091,CT_enriched,0.0476190476190476,True,252.0,15,52,3.0892,56.002,-3.8011,Dominant,Canonical,trial_failure_candidate,ENST00000332853,ENSG00000165633,protein_coding,PC_CDS,True,True,VSTM4-202,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,Ig-like,Q8IW00,C,False
Excitatory_neuron,transcript175975.chr8.nic,WASHC5,0.7916666666666666,0.0449438202247191,1.2698991078609796e-26,3.3484737442594527e-25,True,0.7467228464419475,AD_enriched,0.0151515151515151,True,330.0,76,4,21.3198,0.9961,3.483,Minor,Alternate,new_target_candidate,transcript175975.chr8.nic,ENSG00000164961,,novel,True,False,WASHC5-201,3237,1,False,none,False,0.018,novel,0.0,0.1479,1.307,False,0,,Q12768,D,True
Excitatory_neuron,WASHC5-201,WASHC5,0.09375,0.898876404494382,1.2698991078609796e-26,3.3484737442594527e-25,True,-0.805126404494382,CT_enriched,0.0212121212121212,True,330.0,9,80,6.5263,20.1135,-1.4882,Dominant,Canonical,trial_failure_candidate,ENST00000318410,ENSG00000164961,protein_coding,PC_CDS,True,True,WASHC5-201,0,1,False,none,False,0.018,novel,0.0,0.1479,1.307,False,0,,Q12768,D,False
Excitatory_neuron,WWOX-222,WWOX,0.217391304347826,0.0,5.229273746404246e-06,1.845335257872901e-05,True,0.217391304347826,AD_enriched,0.0416666666666666,True,120.0,10,0,11.9336,0.0,3.693,Minor,Alternate,new_target_candidate,ENST00000684381,ENSG00000186153,protein_coding_CDS_not_defined,PC_CDS_ND,True,False,,0,1,False,none,False,0.3082,supported,0.4717,0.4103,3.55,True,2,"WW 1, WW 2",Q9NZC7,C,False
Excitatory_neuron,XXYLT1-205,XXYLT1,0.2682926829268293,0.0449438202247191,0.0006534333627946,0.0016115447991315,True,0.2233488627021101,AD_enriched,0.0357142857142857,True,924.0,11,4,3.0301,1.8867,0.4814,Minor,Alternate,new_target_candidate,ENST00000437101,ENSG00000173950,protein_coding,PC_CDS,True,True,XXYLT1-201,148,1,False,none,False,0.0,novel,0.0,0.0,0.0,False,0,,Q8NBI6,D,True
Excitatory_neuron,XXYLT1-201,XXYLT1,0.7317073170731707,0.9550561797752808,0.0006534333627946,0.0016115447991315,True,-0.22334886270211,CT_enriched,0.0357142857142857,True,924.0,30,85,3.08,26.193,-2.7366,Dominant,Canonical,trial_failure_candidate,ENST00000310380,ENSG00000173950,protein_coding,PC_CDS,True,True,XXYLT1-201,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,False,0,,Q8NBI6,D,False
Excitatory_neuron,ZNF337-201,ZNF337,0.1597444089456869,0.5702479338842975,2.329726425181132e-17,2.8344338823001317e-16,True,-0.4105035249386106,CT_enriched,0.0366300366300366,True,3003.0,50,69,11.0881,16.1232,-0.5024,Dominant,Canonical,trial_failure_candidate,ENST00000252979,ENSG00000130684,protein_coding,PC_CDS,True,True,ZNF337-201,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,KRAB,Q9Y3M9,C,False
Excitatory_neuron,ZNF337-202,ZNF337,0.8402555910543131,0.4297520661157025,2.329726425181132e-17,2.8344338823001317e-16,True,0.4105035249386106,AD_enriched,0.0366300366300366,True,3003.0,263,52,60.6285,15.8533,1.8706,Minor,Alternate,new_target_candidate,ENST00000376436,ENSG00000130684,protein_coding,PC_UTR,True,True,ZNF337-201,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,KRAB,Q9Y3M9,N,False
Excitatory_neuron,transcript92645.chr10.nnic,ZNF33B,0.2692307692307692,0.0451612903225806,2.1542095017052733e-05,6.830490833972062e-05,True,0.2240694789081886,AD_enriched,0.0251,True,10000.0,14,7,6.3608,6.3798,-0.0037,Minor,Alternate,new_target_candidate,transcript92645.chr10.nnic,ENSG00000196693,,novel,True,False,ZNF33B-201,241,1,False,none,False,0.1898,emerging,0.3122,0.0,18.977,True,1,KRAB,Q06732,C,True
Excitatory_neuron,ZNF44-202,ZNF44,0.6233766233766234,0.8571428571428571,2.153163524378391e-08,1.0326158808935721e-07,True,-0.2337662337662337,CT_enriched,0.0425574425574425,True,5005.0,96,114,16.1498,26.5362,-0.6831,Dominant,Canonical,trial_failure_candidate,ENST00000355684,ENSG00000197857,protein_coding,PC_CDS,True,True,ZNF44-202,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,KRAB,P15621,C,False
Excitatory_neuron,ZNF550-208,ZNF550,0.3296703296703296,0.9556962025316456,1.88063334256788e-26,4.904166286336019e-25,True,-0.626025872861316,CT_enriched,0.0163170163170163,True,1716.0,30,151,5.8199,29.9884,-2.1839,Dominant,Canonical,trial_failure_candidate,ENST00000699333,ENSG00000251369,protein_coding,PC_CDS,True,True,ZNF550-208,0,2,True,none,False,0.0,novel,0.0,0.0,0.0,True,1,KRAB,Q7Z398,C,False
Excitatory_neuron,ZNF554-201,ZNF554,0.4057971014492754,0.8095238095238095,0.0001724504173676,0.0004720921691967,True,-0.4037267080745341,CT_enriched,0.0489510489510489,True,3003.0,28,34,4.1106,8.8075,-0.9404,Dominant,Canonical,trial_failure_candidate,ENST00000317243,ENSG00000172006,protein_coding,PC_CDS,True,True,ZNF554-201,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,KRAB,Q86TJ5,C,False
Excitatory_neuron,ZNF711-204,ZNF711,0.1384180790960452,0.4803921568627451,3.3484696408415625e-12,2.47145631243384e-11,True,-0.3419740777666999,CT_enriched,0.006,True,10000.0,49,49,7.3077,22.499,-1.5001,Dominant,Canonical,trial_failure_candidate,ENST00000674551,ENSG00000147180,protein_coding,PC_CDS,True,True,ZNF711-204,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,False,0,,Q9Y462,D,False
Excitatory_neuron,ZNF736-202,ZNF736,0.1285714285714285,0.7222222222222222,1.3415999903464218e-39,7.736559944331035e-38,True,-0.5936507936507938,CT_enriched,0.0291375291375291,True,1716.0,18,104,2.9162,24.7799,-2.7187,Dominant,Canonical,trial_failure_candidate,ENST00000423484,ENSG00000234444,protein_coding,PC_CDS,True,True,ZNF736-202,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,KRAB,B4DX44,C,False
Excitatory_neuron,transcript76787.chr7.nnic,ZNF736,0.8,0.0138888888888888,1.3415999903464218e-39,7.736559944331035e-38,True,0.7861111111111112,AD_enriched,0.0017482517482517,True,1716.0,112,2,17.826,0.5102,3.6399,Minor,Alternate,new_target_candidate,transcript76787.chr7.nnic,ENSG00000234444,,novel,True,False,ZNF736-202,223,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,KRAB,B4DX44,C,True
Excitatory_neuron,ZNF790-201,ZNF790,0.6928104575163399,0.9375,0.0002002976234788,0.0005420492343896,True,-0.2446895424836601,CT_enriched,0.0299700299700299,True,5005.0,106,75,26.55,19.8584,0.4014,Dominant,Canonical,trial_failure_candidate,ENST00000356725,ENSG00000197863,protein_coding,PC_CDS,True,True,ZNF790-201,0,1,False,none,False,0.0,novel,0.0,0.0,0.0,True,1,KRAB,Q6PG37,C,False
Inhibitory_neuron,AARS1-201,AARS1,0.1978947368421052,0.7348242811501597,1.0009399695110124e-82,4.340999652386991e-80,True,-0.5369295443080545,CT_enriched,0.0179820179820179,True,5005.0,94,460,37.5016,218.7646,-2.513,Dominant,Canonical,trial_failure_candidate,ENST00000261772,ENSG00000090861,protein_coding,PC_CDS,True,True,AARS1-201,0,2,True,none,False,0.0686,emerging,0.0,0.0819,0.876,False,0,,P49588,D,False
Inhibitory_neuron,ABCB9-202,ABCB9,0.4166666666666667,0.0,4.569026655686395e-09,2.4440391162011285e-08,True,0.4166666666666667,AD_enriched,0.0285714285714285,True,210.0,15,0,1.5125,0.0,1.3291,Minor,Alternate,new_target_candidate,ENST00000344275,ENSG00000150967,protein_coding,PC_UTR,True,True,ABCB9-201,0,1,False,none,False,0.0151,novel,0.0,0.124,1.037,True,2,"ABC transmembrane type-1, ABC transporter",Q9NP78,N,False
Inhibitory_neuron,ACACA-237,ACACA,0.0909090909090909,0.8333333333333334,3.4294469366399765e-18,4.8217510794953077e-17,True,-0.7424242424242424,CT_enriched,0.0202020202020202,True,1287.0,10,35,6.8094,22.6922,-1.6011,Dominant,Canonical,trial_failure_candidate,ENST00000616317,ENSG00000278540,protein_coding,PC_CDS,True,True,ACACA-237,0,1,False,none,False,0.464,supported,0.0,0.1339,2.797,True,5,"Biotin carboxylation, ATP-grasp, Biotinyl-binding",Q13085,C,False
Inhibitory_neuron,ACSL3-201,ACSL3,0.0951276102088167,0.5054945054945055,7.906148023279687e-82,3.183918753946491e-79,True,-0.4103668952856887,CT_enriched,0.0291,True,10000.0,41,368,16.165,95.4428,-2.4902,Dominant,Canonical,trial_failure_candidate,ENST00000357430,ENSG00000123983,protein_coding,PC_CDS,True,True,ACSL3-201,0,1,False,none,False,0.0161,novel,0.0,0.1247,1.4,False,0,,O95573,D,False
Inhibitory_neuron,ADD1-206,ADD1,0.2395437262357414,0.0074074074074074,4.237725434301201e-21,7.306512537795158e-20,True,0.232136318828334,AD_enriched,0.0216033966033966,True,8008.0,63,1,52.4829,1.0726,4.6895,Minor,Alternate,new_target_candidate,ENST00000398129,ENSG00000087274,protein_coding,PC_CDS,True,True,ADD1-229,186,1,False,none,False,0.0447,novel,0.0,0.3674,3.424,False,0,,P35611,D,True
Inhibitory_neuron,ADGRL3-215,ADGRL3,0.7509293680297398,0.2868217054263566,1.1492044714051806e-24,2.666343543120333e-23,True,0.4641076626033831,AD_enriched,0.046,True,10000.0,202,74,129.7709,30.7301,2.0431,Minor,Alternate,new_target_candidate,ENST00000512091,ENSG00000150471,protein_coding,PC_CDS,True,True,ADGRL3-219,238,1,False,none,False,0.2593,supported,0.4096,0.3363,24.708,True,3,"SUEL-type lectin, Olfactomedin-like, GAIN-B",Q9HAR2,C,True
Inhibitory_neuron,transcript172842.chr1.nnic,AMIGO1,0.5476190476190477,0.0,3.636130347728896e-20,5.925000838293499e-19,True,0.5476190476190477,AD_enriched,0.0142857142857142,True,70.0,46,0,8.4631,0.0,3.2423,Minor,Alternate,new_target_candidate,transcript172842.chr1.nnic,ENSG00000181754,,novel,True,False,AMIGO1-202,0,1,False,none,False,0.0052,novel,0.0,0.0426,0.419,True,3,"LRRNT, LRRCT, Ig-like C2-type",Q86WK6,C,False
Inhibitory_neuron,AMIGO1-202,AMIGO1,0.4523809523809524,1.0,3.636130347728896e-20,5.925000838293499e-19,True,-0.5476190476190477,CT_enriched,0.0142857142857142,True,70.0,38,125,8.3226,56.2396,-2.6182,Dominant,Canonical,trial_failure_candidate,ENST00000369864,ENSG00000181754,protein_coding,PC_CDS,True,True,AMIGO1-202,0,1,False,none,False,0.0052,novel,0.0,0.0426,0.419,True,3,"LRRNT, LRRCT, Ig-like C2-type",Q86WK6,C,False
