cell_type,transcript_name,gene_name,AD,Control,chi_pval,chi_padj,chi_significant,delta_usage,usage_direction,permutation_pval,permutation_significant,n_valid_permutations,total_counts_AD,total_counts_CT,mean_CPM_AD,mean_CPM_CT,log2FC,isoform_role,gene_log2FC,gene_padj,dge_class,scenario_code,scenario_name,priority,dge_source
Excitatory_neuron,LAMC1-201,LAMC1,0.960352422907489,0.5748031496062992,3.4988759005845505e-19,5.096001388674789e-18,True,0.3855492733011898,AD_enriched,0.0107808857808857,True,3432.0,218,73,41.4312,31.8017,0.3714,Dominant,0.0064506578181077,0.990151541283709,flat,DIR,Dominant Isoform Redistribution,,SR
Excitatory_neuron,LARP1B-212,LARP1B,0.0666666666666666,0.4642857142857143,4.591693171741946e-23,9.122935480998774e-22,True,-0.3976190476190477,CT_enriched,0.0012,True,10000.0,21,65,18.3279,24.9724,-0.4263,Dominant,0.0754115218164712,0.66427184987789,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LARP4-203,LARP4,0.4444444444444444,0.9010989010989012,2.4489442722767e-10,1.500031236896255e-09,True,-0.4566544566544568,CT_enriched,0.0151515151515151,True,1716.0,36,82,4.0955,25.1523,-2.3596,Dominant,0.332653006300663,0.0133308282788322,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LARP4-202,LARP4,0.382716049382716,0.0219780219780219,2.4489442722767e-10,1.500031236896255e-09,True,0.3607380274046941,AD_enriched,0.0337995337995338,True,1716.0,31,2,4.9961,0.5927,1.9126,Minor,0.332653006300663,0.0133308282788322,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,transcript36491.chr2.nic,LCLAT1,0.0536912751677852,0.7254901960784313,2.418033915910525e-21,4.214033062789522e-20,True,-0.6717989209106462,CT_enriched,0.0129870129870129,True,924.0,8,37,4.0234,9.9408,-1.123,Dominant,-0.0925504517588349,0.769698523278069,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LDLRAD4-215,LDLRAD4,0.7534246575342466,0.9759036144578314,0.000139338090627,0.0003875784614971,True,-0.2224789569235847,CT_enriched,0.0079,True,10000.0,55,81,16.8735,39.2983,-1.1729,Dominant,0.0804559567792158,0.832790489810281,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LIG1-201,LIG1,0.1359832635983263,0.6666666666666666,6.300390246787643e-52,6.669950450815636e-50,True,-0.5306834030683403,CT_enriched,0.0069930069930069,True,8008.0,65,106,8.1981,22.1728,-1.333,Dominant,0.325000800205867,0.494995540412972,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LIG4-201,LIG4,0.3465346534653465,0.1232227488151658,1.8150249481890168e-19,2.693299572699728e-18,True,0.2233119046501807,AD_enriched,0.0086580086580086,True,462.0,35,26,5.9639,6.3886,-0.0854,Minor,-0.341686279076179,0.430284765158463,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,LINC01018-213,LINC01018,0.1694915254237288,0.618421052631579,5.4763251799282056e-12,3.9676787028836316e-11,True,-0.4489295272078502,CT_enriched,0.0216450216450216,True,3003.0,30,47,5.5049,11.4908,-0.9413,Dominant,-0.39064334406516,0.53907684101111,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LINC02610-207,LINC02610,0.417910447761194,0.9,2.8080708857369293e-06,1.0272123152414669e-05,True,-0.482089552238806,CT_enriched,0.0357420357420357,True,1287.0,28,45,4.8225,12.719,-1.2365,Dominant,-0.334743459370883,0.631420840197471,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LRPPRC-201,LRPPRC,0.1600719424460431,0.5210970464135021,8.881925958993227e-38,4.532338189002803e-36,True,-0.361025103967459,CT_enriched,0.0315,True,10000.0,89,247,19.3038,64.2884,-1.6851,Dominant,0.0765403061105786,0.700877685800531,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LRRC27-201,LRRC27,0.3088235294117647,0.0,0.0026384919560625,0.0057690577818593,True,0.3088235294117647,AD_enriched,0.0357142857142857,True,252.0,21,0,1.3337,0.0,1.2226,Minor,-0.044073003224236,0.904456465501649,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,LRRC47-201,LRRC47,0.3333333333333333,0.9576923076923076,1.1045578404078971e-34,4.896642976258259e-33,True,-0.6243589743589744,CT_enriched,0.0119047619047619,True,924.0,27,249,4.7047,73.8112,-3.713,Dominant,-0.0775573233442167,0.863591625053807,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,transcript9764.chr1.nnic,LRRC47,0.5925925925925926,0.0346153846153846,1.1045578404078971e-34,4.896642976258259e-33,True,0.557977207977208,AD_enriched,0.0129870129870129,True,924.0,48,9,7.724,2.3424,1.3841,Minor,-0.0775573233442167,0.863591625053807,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,LRRC49-221,LRRC49,0.1669449081803005,0.4391304347826087,6.814300942810528e-47,5.370426287483898e-45,True,-0.2721855266023082,CT_enriched,0.0404,True,10000.0,100,202,18.1829,74.6874,-1.9802,Dominant,0.231325430648589,0.350209399105206,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LRRC49-201,LRRC49,0.672787979966611,0.2934782608695652,6.814300942810528e-47,5.370426287483898e-45,True,0.3793097190970458,AD_enriched,0.0031,True,10000.0,403,135,85.4108,41.5404,1.0224,Minor,0.231325430648589,0.350209399105206,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,LRRC8D-202,LRRC8D,0.3870967741935484,0.0,1.0646037513547214e-12,8.281773874152558e-12,True,0.3870967741935484,AD_enriched,0.0047619047619047,True,210.0,12,0,2.6707,0.0,1.8761,Minor,0.179358256254891,0.501085497651685,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,transcript4577.chr12.nnic,LRTM2,0.5473684210526316,0.2589928057553957,3.7875070568606994e-05,0.0001158964087761,True,0.2883756152972359,AD_enriched,0.0484848484848484,True,495.0,52,36,16.2382,7.4649,1.026,Minor,-0.0351832766519088,0.95490779572936,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,LY6H-201,LY6H,0.7368421052631579,0.475,0.0114630244823848,0.0220344803939175,True,0.2618421052631579,AD_enriched,0.0,True,21.0,28,19,6.7992,4.8836,0.4066,Minor,-0.331849059140095,0.650485608460834,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,transcript317173.chr1.nnic,LYPLAL1,0.088235294117647,0.6617647058823529,4.7983903584929124e-08,2.2086296439188986e-07,True,-0.573529411764706,CT_enriched,0.0333333333333333,True,210.0,3,45,0.7003,10.7363,-2.7871,Dominant,-0.0077072728193053,0.986337847473523,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,LYRM9-201,LYRM9,0.6527777777777778,0.2777777777777778,7.322086537843872e-06,2.526048629033394e-05,True,0.375,AD_enriched,0.0437062937062937,True,1716.0,94,15,10.884,3.245,1.4852,Minor,0.18692068581504,0.728072089849663,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,LYRM9-203,LYRM9,0.2638888888888889,0.5185185185185185,7.322086537843872e-06,2.526048629033394e-05,True,-0.2546296296296296,CT_enriched,0.0402097902097902,True,1716.0,38,28,3.8968,7.468,-0.7902,Dominant,0.18692068581504,0.728072089849663,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MAN2C1-242,MAN2C1,0.3076923076923077,0.0172413793103448,9.958874510944194e-11,6.35236482968769e-10,True,0.2904509283819629,AD_enriched,0.0337995337995338,True,1716.0,20,2,3.0328,0.464,1.4619,Minor,0.0810278149166661,0.825736895995975,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MAN2C1-201,MAN2C1,0.4615384615384615,0.913793103448276,9.958874510944194e-11,6.35236482968769e-10,True,-0.4522546419098145,CT_enriched,0.0104895104895104,True,1716.0,30,106,5.4962,22.9595,-1.8829,Dominant,0.0810278149166661,0.825736895995975,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MAP3K21-203,MAP3K21,0.8791208791208791,0.4411764705882353,1.8116133378391595e-08,8.780882604792661e-08,True,0.4379444085326438,AD_enriched,0.0265151515151515,True,792.0,80,30,19.7712,17.068,0.2012,Dominant,0.294415179334102,0.27366589462004,flat,DIR,Dominant Isoform Redistribution,,SR
Excitatory_neuron,MAP4-215,MAP4,0.3303030303030303,0.052863436123348,1.9855876449180887e-28,5.819740977439672e-27,True,0.2774395941796823,AD_enriched,0.0295,True,10000.0,109,24,61.986,7.2598,2.9309,Minor,0.0965168786340835,0.633520434577758,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MAP7-208,MAP7,0.3526011560693641,0.1397058823529411,3.3921205438822713e-09,1.7995744964664885e-08,True,0.212895273716423,AD_enriched,0.0336,True,10000.0,61,19,12.3689,5.6207,1.0138,Minor,0.0827327222703008,0.707551532987242,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,transcript48416.chr6.nic,MAPK14,0.1937984496124031,0.5175438596491229,1.213351949178076e-14,1.142935640839322e-13,True,-0.3237454100367197,CT_enriched,0.05,True,10000.0,50,177,13.2904,44.4553,-1.6694,Dominant,0.184180859773154,0.557109367287499,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MAPK8IP3-216,MAPK8IP3,0.512249443207127,0.1666666666666666,4.602125949958063e-27,1.2459114260707075e-25,True,0.3455827765404603,AD_enriched,0.0126,True,10000.0,230,66,54.4089,21.6368,1.2915,Minor,0.16855676300977,0.48840526297132,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MAPK8IP3-207,MAPK8IP3,0.4276169265033407,0.7954545454545454,4.602125949958063e-27,1.2459114260707075e-25,True,-0.3678376189512047,CT_enriched,0.0069,True,10000.0,192,315,40.4976,87.6359,-1.0949,Dominant,0.16855676300977,0.48840526297132,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MARK2-201,MARK2,0.0,0.4259259259259259,2.657083715763979e-13,2.199147584120642e-12,True,-0.4259259259259259,CT_enriched,0.0069930069930069,True,3003.0,0,23,0.0,6.3985,-2.8872,Dominant,-0.0482172149180412,0.876670071740659,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MAST4-202,MAST4,0.2119205298013245,0.7,2.798253385476027e-25,6.300955956565543e-24,True,-0.4880794701986755,CT_enriched,0.016025641025641,True,3432.0,64,126,21.3838,56.4692,-1.3603,Dominant,-0.0360418996482533,0.939221620975992,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MCM3AP-AS1-205,MCM3AP-AS1,0.2066666666666666,0.4150943396226415,3.565766710545216e-05,0.00010982861122,True,-0.2084276729559748,CT_enriched,0.0407092907092907,True,8008.0,31,22,3.4116,5.1562,-0.4807,Dominant,-0.357398614309419,0.289704998000226,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MCM7-208,MCM7,0.0,0.2063492063492063,5.593343911996011e-12,4.0441986103759126e-11,True,-0.2063492063492063,CT_enriched,0.0164,True,10000.0,0,13,0.0,3.4192,-2.1438,Minor,-0.213079518745867,0.714168912633927,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MECR-202,MECR,0.3642857142857142,0.794392523364486,3.9868110845410615e-11,2.650276571944681e-10,True,-0.4301068090787717,CT_enriched,0.0467171717171717,True,792.0,51,85,8.9859,18.5436,-0.9687,Dominant,-0.209013896427463,0.565527465615722,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MECR-201,MECR,0.6357142857142857,0.205607476635514,3.9868110845410615e-11,2.650276571944681e-10,True,0.4301068090787716,AD_enriched,0.0467171717171717,True,792.0,89,22,10.5203,5.1921,0.8957,Minor,-0.209013896427463,0.565527465615722,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MED1-202,MED1,0.0045662100456621,0.2093023255813953,3.320112130377357e-11,2.23642500861981e-10,True,-0.2047361155357332,CT_enriched,0.0236430236430236,True,3003.0,1,18,0.047,4.3873,-2.3634,Minor,0.0801952126040836,0.691818004130155,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MED1-201,MED1,0.9817351598173516,0.7441860465116279,3.320112130377357e-11,2.23642500861981e-10,True,0.2375491133057237,AD_enriched,0.0153180153180153,True,3003.0,215,64,47.5509,39.0121,0.2791,Dominant,0.0801952126040836,0.691818004130155,flat,DIR,Dominant Isoform Redistribution,,SR
Excitatory_neuron,MED23-201,MED23,0.328125,0.0612244897959183,4.2019172092751904e-06,1.5113691057499455e-05,True,0.2669005102040817,AD_enriched,0.0419580419580419,True,3432.0,21,6,5.9766,1.1733,1.6827,Minor,0.0993064378002359,0.658015146783424,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MED27-206,MED27,0.35,0.6538461538461539,7.021446875077649e-07,2.808974770723393e-06,True,-0.3038461538461539,CT_enriched,0.0178,True,10000.0,91,68,11.3499,22.4379,-0.9243,Dominant,0.0056405074182403,0.989815188182257,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MED27-201,MED27,0.6384615384615384,0.3461538461538461,7.021446875077649e-07,2.808974770723393e-06,True,0.2923076923076923,AD_enriched,0.0283,True,10000.0,166,36,17.812,9.5777,0.8306,Minor,0.0056405074182403,0.989815188182257,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,METTL3-204,METTL3,0.0344827586206896,0.3013698630136986,3.242799207907572e-08,1.522248496471768e-07,True,-0.266887104393009,CT_enriched,0.0238,True,10000.0,6,22,1.1119,5.6728,-1.6598,Minor,-0.28690572137011,0.289510025195785,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MFF-216,MFF,0.2242268041237113,0.4307692307692308,2.835317211466421e-08,1.339833776211281e-07,True,-0.2065424266455195,CT_enriched,0.0297,True,10000.0,87,112,10.9422,29.3153,-1.344,Dominant,-0.167847623094312,0.423286941279663,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MFSD6-206,MFSD6,0.9707317073170731,0.7619047619047619,9.281169255402623e-09,4.6697885820193046e-08,True,0.2088269454123112,AD_enriched,0.0119880119880119,True,3003.0,199,96,22.4133,30.1399,-0.4114,Dominant,0.0122071682438636,0.97719923176793,flat,DIR,Dominant Isoform Redistribution,,SR
Excitatory_neuron,MFSD6-202,MFSD6,0.0292682926829268,0.238095238095238,9.281169255402623e-09,4.6697885820193046e-08,True,-0.2088269454123112,CT_enriched,0.0119880119880119,True,3003.0,6,30,0.2817,8.9067,-2.9503,Minor,0.0122071682438636,0.97719923176793,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MGRN1-203,MGRN1,0.2593783494105037,0.6413612565445026,2.0848727827163623e-38,1.103582287149788e-36,True,-0.3819829071339989,CT_enriched,0.0056,True,10000.0,242,245,40.0684,161.7089,-1.9862,Dominant,-0.189879034988998,0.503896277495522,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MIDEAS-206,MIDEAS,0.0104166666666666,0.2894736842105263,9.046534721259068e-06,3.0672595974135074e-05,True,-0.2790570175438597,CT_enriched,0.0011655011655011,True,1716.0,1,11,0.047,6.3126,-2.8042,Minor,-0.0583628338849368,0.861452705826982,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MIEF1-203,MIEF1,0.3695652173913043,0.0070921985815602,2.750166370820721e-12,2.0598658994964493e-11,True,0.3624730188097441,AD_enriched,0.0333333333333333,True,210.0,17,1,3.2203,0.1718,1.8486,Minor,0.0883787608694952,0.879449093749271,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MIR100HG-201,MIR100HG,0.028169014084507,0.2424242424242424,1.2020244002222636e-20,1.9827811792503525e-19,True,-0.2142552283397354,CT_enriched,0.0318570318570318,True,6435.0,4,32,0.6825,6.9815,-2.246,Minor,-0.120921712907912,0.588292869168841,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MIR29B2CHG-210,MIR29B2CHG,0.303030303030303,0.0,1.53528483570345e-07,6.693162470586706e-07,True,0.303030303030303,AD_enriched,0.0238095238095238,True,252.0,10,0,5.6917,0.0,2.7424,Minor,-0.2031395428798,0.435717429485829,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MIR29B2CHG-202,MIR29B2CHG,0.3636363636363636,0.8727272727272727,1.53528483570345e-07,6.693162470586706e-07,True,-0.509090909090909,CT_enriched,0.0158730158730158,True,252.0,12,48,2.7935,11.2995,-1.697,Dominant,-0.2031395428798,0.435717429485829,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MKRN1-201,MKRN1,0.5650406504065041,0.7994791666666666,1.0459407437892025e-12,8.152590874392099e-12,True,-0.2344385162601625,CT_enriched,0.021,True,10000.0,278,307,36.7842,73.098,-0.9717,Dominant,0.0487316564698065,0.902217676034808,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MLIP-208,MLIP,0.0602716468590831,0.7325581395348837,1.5987411502032287e-85,4.7249462409964594e-83,True,-0.6722864926758005,CT_enriched,0.0407,True,10000.0,71,63,13.3137,37.1726,-1.4151,Dominant,-0.126559488737678,0.66047444041033,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MMS19-202,MMS19,0.0044182621502209,0.2258064516129032,1.967978892138196e-50,1.8366939844652927e-48,True,-0.2213881894626823,CT_enriched,0.0343822843822843,True,1716.0,3,14,0.7878,4.2598,-1.5568,Minor,0.0539924847845636,0.786071522959525,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MPI-214,MPI,0.17,0.627906976744186,6.175164193977842e-11,4.0183889566866806e-10,True,-0.457906976744186,CT_enriched,0.0151515151515151,True,330.0,17,54,1.412,10.3928,-2.2398,Dominant,-0.0208911842305801,0.972228071741654,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MPI-213,MPI,0.21,0.0,6.175164193977842e-11,4.0183889566866806e-10,True,0.21,AD_enriched,0.0363636363636363,True,330.0,21,0,3.2095,0.0,2.0736,Minor,-0.0208911842305801,0.972228071741654,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MRFAP1L1-201,MRFAP1L1,0.5172413793103449,0.2326007326007326,7.640063115130806e-25,1.6777389373257834e-23,True,0.2846406467096122,AD_enriched,0.0321,True,10000.0,390,127,62.993,31.9644,0.957,Minor,0.0356623985933385,0.957324064348931,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MRFAP1L1-202,MRFAP1L1,0.4827586206896552,0.7673992673992674,7.640063115130806e-25,1.6777389373257834e-23,True,-0.2846406467096122,CT_enriched,0.0321,True,10000.0,364,419,89.528,130.9576,-0.5436,Dominant,0.0356623985933385,0.957324064348931,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MRNIP-201,MRNIP,0.4476190476190476,0.1265822784810126,7.052986618634395e-05,0.0002065517509742,True,0.3210367691380349,AD_enriched,0.002020202020202,True,495.0,47,10,10.8952,2.1615,1.9117,Minor,0.0891169039612949,0.768180675849233,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MRPS22-225,MRPS22,0.0578512396694214,0.2897196261682243,1.6471476973023963e-05,5.308141125382053e-05,True,-0.2318683864988028,CT_enriched,0.0193,True,10000.0,7,31,1.0593,6.3634,-1.8382,Dominant,-0.303944784348611,0.19260676113599,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MRRF-202,MRRF,0.2884615384615384,0.0013966480446927,5.99050887120201e-74,1.1802966506509961e-71,True,0.2870648904168457,AD_enriched,0.0181818181818181,True,495.0,15,1,3.3489,0.2782,1.7665,Minor,-0.0904649060583795,0.66903752618442,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MSH6-211,MSH6,0.5966268446943078,0.0123456790123456,1.3629503326360786e-67,2.357904075460416e-65,True,0.5842811656819622,AD_enriched,0.031,True,10000.0,849,3,51.6429,1.7434,4.2622,Minor,0.115364428744781,0.640461380393047,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,transcript482.chrM.nnic,MT-ND5,0.1623036649214659,0.3989637305699481,9.139363179158932e-08,4.0719537079003963e-07,True,-0.2366600656484822,CT_enriched,0.0072,True,10000.0,31,77,8.3819,55.3597,-2.5867,Dominant,0.487722358780992,0.298920723881004,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MTA3-201,MTA3,0.0896358543417367,0.4249291784702549,1.508288238596257e-32,5.572025248105861e-31,True,-0.3352933241285182,CT_enriched,0.0206,True,10000.0,32,150,3.9119,47.0455,-3.29,Minor,-0.0248095433515096,0.940482173269501,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MTF2-201,MTF2,0.5,0.7868852459016393,0.0006383456719154,0.0015803790055485,True,-0.2868852459016393,CT_enriched,0.0485514485514485,True,5005.0,53,48,7.3965,11.6496,-0.5912,Dominant,0.155903271337336,0.514847030974404,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MTIF3-205,MTIF3,0.2328767123287671,0.0,0.0077171409857215,0.0153628069075843,True,0.2328767123287671,AD_enriched,0.0,True,792.0,17,0,1.8186,0.0,1.495,Minor,0.056915658584267,0.892330119265339,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MTMR12-203,MTMR12,0.6690140845070423,0.896551724137931,3.933040190639626e-05,0.0001200389590026,True,-0.2275376396308888,CT_enriched,0.0425574425574425,True,5005.0,95,104,12.575,29.9343,-1.1883,Dominant,-0.0988995457464462,0.50816984660575,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MTRFR-201,MTRFR,0.3853211009174312,0.7551020408163265,1.636924872647647e-09,9.035570522715769e-09,True,-0.3697809398988952,CT_enriched,0.0327172827172827,True,8008.0,84,37,17.6513,10.8419,0.6554,Dominant,-0.063242558308521,0.895586754001531,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,MTRFR-203,MTRFR,0.5,0.0408163265306122,1.636924872647647e-09,9.035570522715769e-09,True,0.4591836734693878,AD_enriched,0.0364635364635364,True,8008.0,109,2,39.5566,0.753,4.5321,Minor,-0.063242558308521,0.895586754001531,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,MYH9-215,MYH9,0.1402597402597402,0.3714788732394366,4.831377927377831e-28,1.3818130499552802e-26,True,-0.2312191329796964,CT_enriched,0.0305,True,10000.0,108,211,20.0597,53.8408,-1.3808,Minor,-0.353226518154955,0.321977376451423,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,MYH9-201,MYH9,0.6350649350649351,0.4348591549295774,4.831377927377831e-28,1.3818130499552802e-26,True,0.2002057801353577,AD_enriched,0.0124,True,10000.0,489,247,79.8137,70.7368,0.1719,Dominant,-0.353226518154955,0.321977376451423,flat,DIR,Dominant Isoform Redistribution,,SR
Excitatory_neuron,NAT10-201,NAT10,0.980327868852459,0.7729257641921398,1.2367872682069948e-13,1.0569315775171342e-12,True,0.2074021046603192,AD_enriched,0.0367132867132867,True,8008.0,299,177,62.1552,49.4666,0.3236,Dominant,0.160546238326804,0.58196515930803,flat,DIR,Dominant Isoform Redistribution,,SR
Excitatory_neuron,NAT10-205,NAT10,0.0163934426229508,0.222707423580786,1.2367872682069948e-13,1.0569315775171342e-12,True,-0.2063139809578351,CT_enriched,0.0338411588411588,True,8008.0,5,51,0.7325,11.8649,-2.8925,Minor,0.160546238326804,0.58196515930803,flat,MIEr,Minor Isoform Erosion,,SR
Excitatory_neuron,transcript62980.chr1.nnic,NCDN,0.5157894736842106,0.7401574803149606,1.891624279830914e-16,2.1129592152505e-15,True,-0.22436800663075,CT_enriched,0.0329,True,10000.0,294,470,66.867,235.9785,-1.804,Dominant,-0.0292755892182889,0.969913952261091,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,NCOA1-206,NCOA1,0.4266666666666667,0.1946902654867256,0.0057274374030011,0.01178210948361,True,0.2319764011799411,AD_enriched,0.0023976023976023,True,5005.0,32,22,6.1397,7.2118,-0.2018,Minor,0.0460626939098748,0.805178587252516,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,NCOA6-201,NCOA6,0.0930232558139534,0.9375,3.051177319549701e-12,2.2685535353842798e-11,True,-0.8444767441860466,CT_enriched,0.0357142857142857,True,56.0,4,30,3.3052,8.7051,-1.1727,Dominant,0.121118427558681,0.473790317509318,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,transcript41781.chr20.nnic,NCOA6,0.7441860465116279,0.03125,3.051177319549701e-12,2.2685535353842798e-11,True,0.7129360465116279,AD_enriched,0.0357142857142857,True,56.0,32,1,5.4493,0.1718,2.4604,Minor,0.121118427558681,0.473790317509318,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,NDUFAF5-201,NDUFAF5,0.6911764705882353,0.2121212121212121,1.2989921824946546e-09,7.260639519649004e-09,True,0.4790552584670232,AD_enriched,0.0021645021645021,True,462.0,47,21,7.8987,5.0109,0.566,Minor,0.179471021056325,0.447690532016725,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,NDUFAF5-202,NDUFAF5,0.2941176470588235,0.7878787878787878,1.2989921824946546e-09,7.260639519649004e-09,True,-0.4937611408199643,CT_enriched,0.0043290043290043,True,462.0,20,78,2.902,18.6914,-2.3353,Dominant,0.179471021056325,0.447690532016725,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,NDUFS4-201,NDUFS4,0.0714285714285714,0.4411764705882353,6.147553978338848e-05,0.0001815345560714,True,-0.3697478991596639,CT_enriched,0.0476190476190476,True,252.0,3,15,0.6096,4.4533,-1.7604,Dominant,0.0299802068028769,0.904088862886614,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Excitatory_neuron,NEBL-222,NEBL,0.6516393442622951,0.168,1.5377629761816785e-17,1.9068798584015115e-16,True,0.483639344262295,AD_enriched,0.0113,True,10000.0,159,21,50.6412,15.0436,1.6865,Minor,0.0995109523484096,0.61568450855352,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Excitatory_neuron,NEBL-203,NEBL,0.3401639344262295,0.816,1.5377629761816785e-17,1.9068798584015115e-16,True,-0.4758360655737704,CT_enriched,0.0135,True,10000.0,83,102,15.5144,35.644,-1.1499,Dominant,0.0995109523484096,0.61568450855352,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
