Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
Q659C4	LARP1B LARP2	La-related protein 1B (La ribonucleoprotein domain family member 1B) (La ribonucleoprotein domain family member 2) (La-related protein 2)	914	"DOMAIN 209..299; /note=""HTH La-type RNA-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00332"""				
Q9Y4Y9	LSM5	U6 snRNA-associated Sm-like protein LSm5	91	"DOMAIN 13..88; /note=""Sm""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01346"""				
Q9Y496	KIF3A KIF3	Kinesin-like protein KIF3A (EC 3.6.4.-) (Microtubule plus end-directed kinesin motor 3A)	699	"DOMAIN 14..345; /note=""Kinesin motor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00283"""	"BINDING 100..107; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00283"""			
P24043	LAMA2 LAMM	Laminin subunit alpha-2 (Laminin M chain) (Laminin-12 subunit alpha) (Laminin-2 subunit alpha) (Laminin-4 subunit alpha) (Merosin heavy chain)	3122	"DOMAIN 35..286; /note=""Laminin N-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00466""; DOMAIN 287..343; /note=""Laminin EGF-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 344..413; /note=""Laminin EGF-like 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 414..468; /note=""Laminin EGF-like 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 469..517; /note=""Laminin EGF-like 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 518..527; /note=""Laminin EGF-like 5; first part""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 531..723; /note=""Laminin IV type A 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00458""; DOMAIN 724..756; /note=""Laminin EGF-like 5; second part""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 757..806; /note=""Laminin EGF-like 6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 807..864; /note=""Laminin EGF-like 7""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 865..917; /note=""Laminin EGF-like 8""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 918..966; /note=""Laminin EGF-like 9""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 967..1013; /note=""Laminin EGF-like 10""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 1014..1059; /note=""Laminin EGF-like 11""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 1060..1105; /note=""Laminin EGF-like 12""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 1106..1165; /note=""Laminin EGF-like 13""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 1166..1175; /note=""Laminin EGF-like 14; first part""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 1176..1379; /note=""Laminin IV type A 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00458""; DOMAIN 1380..1419; /note=""Laminin EGF-like 14; second part""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 1420..1468; /note=""Laminin EGF-like 15""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 1469..1526; /note=""Laminin EGF-like 16""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 1527..1573; /note=""Laminin EGF-like 17""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00460""; DOMAIN 2145..2328; /note=""Laminin G-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00122""; DOMAIN 2340..2521; /note=""Laminin G-like 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00122""; DOMAIN 2526..2710; /note=""Laminin G-like 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00122""; DOMAIN 2763..2934; /note=""Laminin G-like 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00122""; DOMAIN 2939..3110; /note=""Laminin G-like 5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00122"""				
Q5GLZ8	HERC4 KIAA1593	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	1057	"DOMAIN 730..1057; /note=""HECT""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00104"""		"ACT_SITE 1025; /note=""Glycyl thioester intermediate""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00104"""	"REPEAT 1..51; /note=""RCC1 1""; REPEAT 52..101; /note=""RCC1 2""; REPEAT 102..154; /note=""RCC1 3""; REPEAT 156..207; /note=""RCC1 4""; REPEAT 208..259; /note=""RCC1 5""; REPEAT 261..311; /note=""RCC1 6""; REPEAT 313..368; /note=""RCC1 7"""	
Q86Y78	LYPD6 UNQ3023/PRO9821	Ly6/PLAUR domain-containing protein 6	171	"DOMAIN 47..141; /note=""UPAR/Ly6"""				
Q15046	KARS1 KARS KIAA0070	Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	597		"BINDING 277; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:18272479, ECO:0000269|PubMed:26074468""; BINDING 301; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:18272479, ECO:0000269|PubMed:23159739, ECO:0000269|PubMed:26074468""; BINDING 323..325; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000269|PubMed:18272479""; BINDING 331..332; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000269|PubMed:18272479""; BINDING 339; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:18272479, ECO:0000269|PubMed:23159739, ECO:0000269|PubMed:26074468""; BINDING 341; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:18272479, ECO:0000269|PubMed:23159739, ECO:0000269|PubMed:26074468""; BINDING 494..495; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000269|PubMed:18272479""; BINDING 497; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:18272479, ECO:0000269|PubMed:23159739, ECO:0000269|PubMed:26074468""; BINDING 501; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:18272479, ECO:0000269|PubMed:23159739, ECO:0000269|PubMed:26074468""; BINDING 550..553; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000269|PubMed:18272479"""			
O43300	LRRTM2 KIAA0416 LRRN2	Leucine-rich repeat transmembrane neuronal protein 2 (Leucine-rich repeat neuronal 2 protein)	516	"DOMAIN 34..61; /note=""LRRNT""; DOMAIN 311..362; /note=""LRRCT"""			"REPEAT 63..83; /note=""LRR 1""; REPEAT 86..107; /note=""LRR 2""; REPEAT 110..131; /note=""LRR 3""; REPEAT 134..155; /note=""LRR 4""; REPEAT 158..179; /note=""LRR 5""; REPEAT 182..203; /note=""LRR 6""; REPEAT 206..227; /note=""LRR 7""; REPEAT 230..251; /note=""LRR 8""; REPEAT 254..275; /note=""LRR 9""; REPEAT 278..299; /note=""LRR 10"""	
Q9P2K6	KLHL42 KIAA1340 KLHDC5	Kelch-like protein 42 (Cullin-3-binding protein 9) (Ctb9) (Kelch domain-containing protein 5)	505	"DOMAIN 5..78; /note=""BTB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00037"""			"REPEAT 176..234; /note=""Kelch 1""; REPEAT 235..282; /note=""Kelch 2""; REPEAT 284..325; /note=""Kelch 3""; REPEAT 327..372; /note=""Kelch 4""; REPEAT 374..429; /note=""Kelch 5""; REPEAT 431..480; /note=""Kelch 6"""	
Q9UBN7	HDAC6 KIAA0901 JM21	Protein deacetylase HDAC6 (EC 3.5.1.-) (E3 ubiquitin-protein ligase HDAC6) (EC 2.3.2.-) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	1215		"BINDING 1113; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1115; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1133; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1136; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1145; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1148; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1153; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1160; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1164; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1170; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1183; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43""; BINDING 1186; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502, ECO:0000269|Ref.42, ECO:0000269|Ref.43"""	"ACT_SITE 216; /note=""1""; /evidence=""ECO:0000269|PubMed:12354939""; ACT_SITE 611; /note=""2""; /evidence=""ECO:0000269|PubMed:12354939"""	"REPEAT 919..932; /note=""SE14-1""; /evidence=""ECO:0000269|PubMed:39567688""; REPEAT 933..946; /note=""SE14-2""; /evidence=""ECO:0000269|PubMed:39567688""; REPEAT 947..960; /note=""SE14-3""; /evidence=""ECO:0000269|PubMed:39567688""; REPEAT 961..974; /note=""SE14-4""; /evidence=""ECO:0000269|PubMed:39567688""; REPEAT 975..988; /note=""SE14-5""; /evidence=""ECO:0000269|PubMed:39567688""; REPEAT 989..1002; /note=""SE14-6""; /evidence=""ECO:0000269|PubMed:39567688""; REPEAT 1003..1016; /note=""SE14-7""; /evidence=""ECO:0000269|PubMed:39567688"""	"ZN_FING 1111..1209; /note=""UBP-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00502"""
P48551	IFNAR2 IFNABR IFNARB	Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha binding protein) (IFN-alpha/beta receptor 2) (Interferon alpha binding protein) (Type I interferon receptor 2)	515					
O00754	MAN2B1 LAMAN MANB	Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide]	1011		"BINDING 72; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:Q29451""; BINDING 74; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:Q29451""; BINDING 196; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:Q29451""; BINDING 446; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:Q29451"""	"ACT_SITE 196; /note=""Nucleophile""; /evidence=""ECO:0000250|UniProtKB:Q29451"""		
Q14114	LRP8 APOER2	Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2)	963	"DOMAIN 46..82; /note=""LDL-receptor class A 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00124""; DOMAIN 85..123; /note=""LDL-receptor class A 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00124""; DOMAIN 126..164; /note=""LDL-receptor class A 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00124""; DOMAIN 166..202; /note=""LDL-receptor class A 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00124""; DOMAIN 205..246; /note=""LDL-receptor class A 5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00124""; DOMAIN 258..295; /note=""LDL-receptor class A 6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00124""; DOMAIN 298..334; /note=""LDL-receptor class A 7""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00124""; DOMAIN 336..375; /note=""EGF-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 376..415; /note=""EGF-like 2; calcium-binding""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076"""	"BINDING 64; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:20223215, ECO:0007744|PDB:3A7Q""; BINDING 67; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:20223215, ECO:0007744|PDB:3A7Q""; BINDING 69; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:20223215, ECO:0007744|PDB:3A7Q""; BINDING 71; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:20223215, ECO:0007744|PDB:3A7Q""; BINDING 77; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:20223215, ECO:0007744|PDB:3A7Q""; BINDING 78; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000269|PubMed:20223215, ECO:0007744|PDB:3A7Q"""		"REPEAT 462..508; /note=""LDL-receptor class B 1""; REPEAT 509..551; /note=""LDL-receptor class B 2""; REPEAT 552..595; /note=""LDL-receptor class B 3""; REPEAT 596..639; /note=""LDL-receptor class B 4""; REPEAT 640..681; /note=""LDL-receptor class B 5"""	
Q9UKM7	MAN1B1 UNQ747/PRO1477	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)	699		"BINDING 688; /ligand=""Ca(2+)""; /ligand_id=""ChEBI:CHEBI:29108""; /evidence=""ECO:0000250|UniProtKB:P32906"""	"ACT_SITE 330; /note=""Proton donor""; /evidence=""ECO:0000305""; ACT_SITE 463; /evidence=""ECO:0000305""; ACT_SITE 570; /note=""Proton donor""; /evidence=""ECO:0000250|UniProtKB:P31723""; ACT_SITE 599; /evidence=""ECO:0000305"""		
Q9UPZ3	HPS5 AIBP63 KIAA1017	BLOC-2 complex member HPS5 (Alpha-integrin-binding protein 63) (Hermansky-Pudlak syndrome 5 protein) (Ruby-eye protein 2 homolog) (Ru2)	1129					
P27816	MAP4	Microtubule-associated protein 4 (MAP-4)	1152				"REPEAT 248..261; /note=""1""; REPEAT 262..275; /note=""2""; REPEAT 276..289; /note=""3""; REPEAT 290..303; /note=""4""; REPEAT 304..317; /note=""5""; REPEAT 318..331; /note=""6""; REPEAT 332..345; /note=""7""; REPEAT 346..351; /note=""8; truncated""; REPEAT 352..377; /note=""26 residues 1""; REPEAT 378..403; /note=""26 residues 2""; REPEAT 408..421; /note=""9""; REPEAT 422..433; /note=""10""; REPEAT 434..447; /note=""11""; REPEAT 448..461; /note=""12""; REPEAT 462..475; /note=""13""; REPEAT 476..489; /note=""14""; REPEAT 490..503; /note=""15""; REPEAT 504..517; /note=""16""; REPEAT 532..545; /note=""17""; REPEAT 923..953; /note=""Tau/MAP 1""; REPEAT 992..1022; /note=""Tau/MAP 2""; REPEAT 1023..1053; /note=""Tau/MAP 3""; REPEAT 1054..1085; /note=""Tau/MAP 4"""	
Q00341	HDLBP HBP VGL	Vigilin (High density lipoprotein-binding protein) (HDL-binding protein)	1268	"DOMAIN 158..229; /note=""KH 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 230..302; /note=""KH 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 303..371; /note=""KH 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 372..442; /note=""KH 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 443..514; /note=""KH 5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 515..588; /note=""KH 6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 589..660; /note=""KH 7""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 661..734; /note=""KH 8""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 735..807; /note=""KH 9""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 808..880; /note=""KH 10""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 881..979; /note=""KH 11""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 980..1059; /note=""KH 12""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 1060..1134; /note=""KH 13""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117""; DOMAIN 1135..1209; /note=""KH 14""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00117"""				
Q92743	HTRA1 HTRA PRSS11	Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (L56) (Serine protease 11)	480	"DOMAIN 33..113; /note=""IGFBP N-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00653""; DOMAIN 98..157; /note=""Kazal-like""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00798""; DOMAIN 365..467; /note=""PDZ""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00143"""		"ACT_SITE 220; /note=""Charge relay system""; /evidence=""ECO:0000269|PubMed:21297635""; ACT_SITE 250; /note=""Charge relay system""; /evidence=""ECO:0000269|PubMed:21297635""; ACT_SITE 328; /note=""Charge relay system""; /evidence=""ECO:0000269|PubMed:21297635"""		
Q96SY0	INTS14 C15orf44 VWA9	Integrator complex subunit 14 (von Willebrand factor A domain-containing protein 9)	518	"DOMAIN 2..204; /note=""VWFA"""	"BINDING 10; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000269|PubMed:38823386, ECO:0000269|PubMed:38906142, ECO:0007744|PDB:8PK5, ECO:0007744|PDB:9EOC""; BINDING 12; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000269|PubMed:38823386, ECO:0000269|PubMed:38906142, ECO:0007744|PDB:8PK5, ECO:0007744|PDB:9EOC""; BINDING 86; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000269|PubMed:38823386, ECO:0007744|PDB:9EOC"""			
P28838	LAP3 LAPEP PEPS	Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)	519		"BINDING 202; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /ligand_note=""structural""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 203; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /ligand_note=""structural""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 205; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /ligand_note=""structural""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 282; /ligand=""substrate""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 282; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 287; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 287; /ligand=""substrate""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 287; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 287; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 292; /ligand=""substrate""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 294; /ligand=""substrate""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 303; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /ligand_note=""structural""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 305; /ligand=""substrate""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 305; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 364; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 364; /ligand=""substrate""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 364; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 366; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 366; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727""; BINDING 366; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:P00727"""	"ACT_SITE 294; /evidence=""ECO:0000250|UniProtKB:P00727""; ACT_SITE 368; /evidence=""ECO:0000250|UniProtKB:P00727"""		
Q9Y2L9	LRCH1 CHDC1 KIAA1016	Leucine-rich repeat and calponin homology domain-containing protein 1 (Calponin homology domain-containing protein 1) (Neuronal protein 81) (NP81)	728	"DOMAIN 576..692; /note=""Calponin-homology (CH)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00044"""			"REPEAT 98..119; /note=""LRR 1""; REPEAT 121..143; /note=""LRR 2""; REPEAT 144..166; /note=""LRR 3""; REPEAT 167..187; /note=""LRR 4""; REPEAT 189..210; /note=""LRR 5""; REPEAT 212..234; /note=""LRR 6""; REPEAT 235..255; /note=""LRR 7""; REPEAT 257..278; /note=""LRR 8""; REPEAT 283..304; /note=""LRR 9"""	
P52272	HNRNPM HNRPM NAGR1	Heterogeneous nuclear ribonucleoprotein M (hnRNP M)	730	"DOMAIN 71..149; /note=""RRM 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176""; DOMAIN 204..281; /note=""RRM 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176""; DOMAIN 653..729; /note=""RRM 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00176"""			"REPEAT 400..405; /note=""1""; REPEAT 407..412; /note=""2""; REPEAT 415..420; /note=""3""; REPEAT 426..431; /note=""4""; REPEAT 433..438; /note=""5""; REPEAT 440..445; /note=""6""; REPEAT 446..451; /note=""7""; REPEAT 453..458; /note=""8""; REPEAT 461..466; /note=""9""; REPEAT 468..473; /note=""10""; REPEAT 475..480; /note=""11""; REPEAT 482..487; /note=""12""; REPEAT 493..498; /note=""13""; REPEAT 500..505; /note=""14""; REPEAT 507..512; /note=""15""; REPEAT 514..519; /note=""16""; REPEAT 521..526; /note=""17""; REPEAT 528..533; /note=""18""; REPEAT 540..545; /note=""19""; REPEAT 547..552; /note=""20""; REPEAT 554..559; /note=""21""; REPEAT 562..566; /note=""22""; REPEAT 567..572; /note=""23""; REPEAT 575..579; /note=""24""; REPEAT 580..585; /note=""25""; REPEAT 588..593; /note=""26""; REPEAT 603..608; /note=""27"""	
Q9C091	GREB1L C18orf6 KIAA1772	GREB1-like protein (Growth regulation by estrogen in breast cancer 1-like protein)	1923					
Q9Y450	HBS1L HBS1 KIAA1038	HBS1-like protein (EC 3.6.5.-) (ERFS)	684	"DOMAIN 258..482; /note=""tr-type G""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01059"""	"BINDING 267..274; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000305|PubMed:27863242, ECO:0007744|PDB:5LZW""; BINDING 406..409; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000305|PubMed:27863242, ECO:0007744|PDB:5LZW""; BINDING 445..447; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000305|PubMed:27863242, ECO:0007744|PDB:5LZW"""			
