Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
Q9H6R6	ZDHHC6 ZNF376	Palmitoyltransferase ZDHHC6 (EC 2.3.1.225) (Stearoyltransferase ZDHHC6) (EC 2.3.1.-) (Transmembrane protein H4) (Zinc finger DHHC domain-containing protein 6) (DHHC-6) (Zinc finger protein 376)	413	"DOMAIN 99..149; /note=""DHHC""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00067""; DOMAIN 313..398; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192"""		"ACT_SITE 129; /note=""S-palmitoyl cysteine intermediate""; /evidence=""ECO:0000250|UniProtKB:Q8IUH5"""		
O43493	TGOLN2 TGN46 TGN51	Trans-Golgi network integral membrane protein 2 (Trans-Golgi network glycoprotein 46) (TGN38 homolog) (hTGN46) (Trans-Golgi network glycoprotein 48) (hTGN48) (Trans-Golgi network glycoprotein 51) (hTGN51) (Trans-Golgi network protein 2)	437				"REPEAT 54..67; /note=""1""; REPEAT 68..81; /note=""2""; REPEAT 82..95; /note=""3""; REPEAT 96..109; /note=""4""; REPEAT 110..123; /note=""5""; REPEAT 124..137; /note=""6""; REPEAT 138..151; /note=""7""; REPEAT 152..165; /note=""8""; REPEAT 166..179; /note=""9""; REPEAT 180..193; /note=""10""; REPEAT 194..207; /note=""11""; REPEAT 208..221; /note=""12""; REPEAT 222..234; /note=""13""; REPEAT 235..249; /note=""14"""	
Q9BSJ2	TUBGCP2 GCP2	Gamma-tubulin complex component 2 (GCP-2) (hGCP2) (Gamma-ring complex protein 103 kDa) (h103p) (hGrip103) (Spindle pole body protein Spc97 homolog) (hSpc97)	902					
Q12788	TBL3 SAZD	Transducin beta-like protein 3 (WD repeat-containing protein SAZD)	808				"REPEAT 64..105; /note=""WD 1""; REPEAT 107..146; /note=""WD 2""; REPEAT 149..190; /note=""WD 3""; REPEAT 193..232; /note=""WD 4""; REPEAT 245..284; /note=""WD 5""; REPEAT 290..329; /note=""WD 6""; REPEAT 332..372; /note=""WD 7""; REPEAT 374..413; /note=""WD 8""; REPEAT 419..459; /note=""WD 9""; REPEAT 477..516; /note=""WD 10""; REPEAT 519..560; /note=""WD 11""; REPEAT 562..602; /note=""WD 12""; REPEAT 604..642; /note=""WD 13"""	
Q5T200	ZC3H13 KIAA0853	Zinc finger CCCH domain-containing protein 13	1668					"ZN_FING 36..64; /note=""C3H1-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00723"""
O14980	XPO1 CRM1	Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)	1071	"DOMAIN 46..112; /note=""Importin N-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00115"""			"REPEAT 217..240; /note=""HEAT 1""; REPEAT 241..277; /note=""HEAT 2""; REPEAT 354..472; /note=""HEAT 3""; REPEAT 515..553; /note=""HEAT 4""; REPEAT 560..597; /note=""HEAT 5""; REPEAT 602..639; /note=""HEAT 6""; REPEAT 775..813; /note=""HEAT 7""; REPEAT 885..916; /note=""HEAT 8""; REPEAT 917..954; /note=""HEAT 9""; REPEAT 1002..1039; /note=""HEAT 10"""	
Q9NYG2	ZDHHC3 HSD49	Palmitoyltransferase ZDHHC3 (EC 2.3.1.225) (Acyltransferase ZDHHC3) (EC 2.3.1.-) (Protein DHHC1) (Zinc finger DHHC domain-containing protein 3) (DHHC-3)	299	"DOMAIN 127..177; /note=""DHHC""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00067"""		"ACT_SITE 157; /note=""S-palmitoyl cysteine intermediate""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00067, ECO:0000305|PubMed:22240897, ECO:0000305|PubMed:35893977"""		
Q9NUY8	TBC1D23 NS4ATP1	TBC1 domain family member 23 (HCV non-structural protein 4A-transactivated protein 1)	699	"DOMAIN 44..225; /note=""Rab-GAP TBC""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00163""; DOMAIN 334..446; /note=""Rhodanese""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00173"""				
Q9C0C2	TNKS1BP1 KIAA1741 TAB182	182 kDa tankyrase-1-binding protein	1729					
Q16851	UGP2 UGP1	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	508		"BINDING 113..116; /ligand=""UTP""; /ligand_id=""ChEBI:CHEBI:46398""; /evidence=""ECO:0000250|UniProtKB:Q9M9P3""; BINDING 115..116; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:25860585, ECO:0007744|PDB:4R7P""; BINDING 127; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250""; BINDING 127; /ligand=""UTP""; /ligand_id=""ChEBI:CHEBI:46398""; /evidence=""ECO:0000250|UniProtKB:Q9M9P3""; BINDING 190; /ligand=""UTP""; /ligand_id=""ChEBI:CHEBI:46398""; /evidence=""ECO:0000250|UniProtKB:Q9M9P3""; BINDING 222; /ligand=""UTP""; /ligand_id=""ChEBI:CHEBI:46398""; /evidence=""ECO:0000250|UniProtKB:Q9M9P3""; BINDING 223; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:25860585, ECO:0007744|PDB:4R7P""; BINDING 251..253; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:25860585, ECO:0007744|PDB:4R7P""; BINDING 253; /ligand=""Mg(2+)""; /ligand_id=""ChEBI:CHEBI:18420""; /evidence=""ECO:0000250""; BINDING 253; /ligand=""UTP""; /ligand_id=""ChEBI:CHEBI:46398""; /evidence=""ECO:0000250|UniProtKB:Q9M9P3""; BINDING 330; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:25860585, ECO:0007744|PDB:4R7P""; BINDING 396; /ligand=""UTP""; /ligand_id=""ChEBI:CHEBI:46398""; /evidence=""ECO:0000250|UniProtKB:Q9M9P3"""	"ACT_SITE 396; /evidence=""ECO:0000250"""		
Q709C8	VPS13C KIAA1421	Intermembrane lipid transfer protein VPS13C (Vacuolar protein sorting-associated protein 13C)	3753	"DOMAIN 3..116; /note=""Chorein N-terminal""; /evidence=""ECO:0000255""; DOMAIN 2766..3016; /note=""SHR-BD""; /evidence=""ECO:0000255"""				
Q9P2M4	TBC1D14 KIAA1322	TBC1 domain family member 14	693	"DOMAIN 401..611; /note=""Rab-GAP TBC""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00163"""				
Q15542	TAF5 TAF2D	Transcription initiation factor TFIID subunit 5 (Transcription initiation factor TFIID 100 kDa subunit) (TAF(II)100) (TAFII-100) (TAFII100)	800	"DOMAIN 92..124; /note=""LisH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00126"""			"REPEAT 468..507; /note=""WD 1""; /evidence=""ECO:0000255""; REPEAT 541..580; /note=""WD 2""; /evidence=""ECO:0000255""; REPEAT 583..624; /note=""WD 3""; /evidence=""ECO:0000255""; REPEAT 625..666; /note=""WD 4""; /evidence=""ECO:0000255""; REPEAT 667..706; /note=""WD 5""; /evidence=""ECO:0000255""; REPEAT 709..748; /note=""WD 6""; /evidence=""ECO:0000255"""	
Q8NHX9	TPCN2 TPC2	Two pore channel protein 2 (Two pore calcium channel protein 2)	752					
Q6ICL3	TANGO2 C22orf25	Transport and Golgi organization protein 2 homolog	276					
Q8IZQ1	WDFY3 KIAA0993	WD repeat and FYVE domain-containing protein 3 (Autophagy-linked FYVE protein) (Alfy)	3526	"DOMAIN 2531..2656; /note=""BEACH-type PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01119""; DOMAIN 2683..2976; /note=""BEACH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00026"""	"BINDING 3460; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091""; BINDING 3463; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091""; BINDING 3476; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091""; BINDING 3479; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091""; BINDING 3484; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091""; BINDING 3487; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091""; BINDING 3506; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091""; BINDING 3509; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091"""		"REPEAT 3077..3115; /note=""WD 1""; REPEAT 3125..3164; /note=""WD 2""; REPEAT 3167..3206; /note=""WD 3""; REPEAT 3210..3254; /note=""WD 4""; REPEAT 3408..3447; /note=""WD 5"""	"ZN_FING 3454..3514; /note=""FYVE-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00091"""
Q8NBI6	XXYLT1 C3orf21 PSEC0251	Xyloside xylosyltransferase 1 (EC 2.4.2.62) (UDP-xylose:alpha-xyloside alpha-1,3-xylosyltransferase)	393		"BINDING 104..106; /ligand=""UDP-alpha-D-xylose""; /ligand_id=""ChEBI:CHEBI:57632""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 226; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 227; /ligand=""UDP-alpha-D-xylose""; /ligand_id=""ChEBI:CHEBI:57632""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 228; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 290; /ligand=""UDP-alpha-D-xylose""; /ligand_id=""ChEBI:CHEBI:57632""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 328; /ligand=""UDP-alpha-D-xylose""; /ligand_id=""ChEBI:CHEBI:57632""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 331; /ligand=""a glycoprotein""; /ligand_id=""ChEBI:CHEBI:17089""; /ligand_note=""substrate""; /ligand_part=""3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-seryl residue""; /ligand_part_id=""ChEBI:CHEBI:140575""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 331; /ligand=""UDP-alpha-D-xylose""; /ligand_id=""ChEBI:CHEBI:57632""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 360; /ligand=""a glycoprotein""; /ligand_id=""ChEBI:CHEBI:17089""; /ligand_note=""substrate""; /ligand_part=""3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-seryl residue""; /ligand_part_id=""ChEBI:CHEBI:140575""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 383; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3""; BINDING 385; /ligand=""a glycoprotein""; /ligand_id=""ChEBI:CHEBI:17089""; /ligand_note=""substrate""; /ligand_part=""3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-seryl residue""; /ligand_part_id=""ChEBI:CHEBI:140575""; /evidence=""ECO:0000250|UniProtKB:Q3U4G3"""			
P61077	UBE2D3 UBC5C UBCH5C	Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)	147	"DOMAIN 1..147; /note=""UBC core""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00388"""		"ACT_SITE 85; /note=""Glycyl thioester intermediate""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00388, ECO:0000255|PROSITE-ProRule:PRU10133"""		
Q7Z403	TMC6 EVER1 EVIN1	Transmembrane channel-like protein 6 (Epidermodysplasia verruciformis protein 1) (Protein LAK-4)	805					
Q8N3G9	TMEM130 UNQ719/PRO1383	Transmembrane protein 130	435	"DOMAIN 147..233; /note=""PKD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00151"""				
O43151	TET3 CXXC10 KIAA0401	Methylcytosine dioxygenase TET3 (EC 1.14.11.80)	1795		"BINDING 57; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034, ECO:0007744|PDB:4Z3C""; BINDING 60; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034, ECO:0007744|PDB:4Z3C""; BINDING 63; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034, ECO:0007744|PDB:4Z3C""; BINDING 69; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034, ECO:0007744|PDB:4Z3C""; BINDING 72; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034, ECO:0007744|PDB:4Z3C""; BINDING 75; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034, ECO:0007744|PDB:4Z3C""; BINDING 84; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034, ECO:0007744|PDB:4Z3C""; BINDING 89; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034, ECO:0007744|PDB:4Z3C""; BINDING 828; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 830; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 888; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""4""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 914; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""1""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 916; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 956; /ligand=""2-oxoglutarate""; /ligand_id=""ChEBI:CHEBI:16810""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 966; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""4""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 968; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""4""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 984; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 993; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1053; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1069; /ligand=""2-oxoglutarate""; /ligand_id=""ChEBI:CHEBI:16810""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1075; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1077; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1079; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1082; /ligand=""substrate""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1111; /ligand=""2-oxoglutarate""; /ligand_id=""ChEBI:CHEBI:16810""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1673; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /ligand_note=""catalytic""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1688..1690; /ligand=""2-oxoglutarate""; /ligand_id=""ChEBI:CHEBI:16810""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1694..1696; /ligand=""substrate""; /evidence=""ECO:0000250|UniProtKB:Q6N021""; BINDING 1704; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /ligand_label=""3""; /evidence=""ECO:0000250|UniProtKB:Q6N021"""			"ZN_FING 50..90; /note=""CXXC-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00509, ECO:0000269|PubMed:29276034"""
Q8NCP5	ZBTB44 BTBD15 ZNF851	Zinc finger and BTB domain-containing protein 44 (BTB/POZ domain-containing protein 15) (Zinc finger protein 851)	570	"DOMAIN 31..98; /note=""BTB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00037"""				"ZN_FING 399..421; /note=""C2H2-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 427..449; /note=""C2H2-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 455..479; /note=""C2H2-type 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 487..511; /note=""C2H2-type 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042"""
Q9UKE5	TNIK KIAA0551	TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1)	1360	"DOMAIN 25..289; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 1047..1334; /note=""CNH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00795"""	"BINDING 31..39; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; BINDING 54; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"ACT_SITE 153; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027"""		
O14776	TCERG1 CA150 TAF2S	Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150)	1098	"DOMAIN 131..164; /note=""WW 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00224""; DOMAIN 429..462; /note=""WW 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00224""; DOMAIN 528..561; /note=""WW 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00224""; DOMAIN 659..712; /note=""FF 1""; DOMAIN 725..779; /note=""FF 2""; DOMAIN 791..846; /note=""FF 3""; DOMAIN 896..952; /note=""FF 4""; DOMAIN 954..1010; /note=""FF 5""; DOMAIN 1012..1077; /note=""FF 6"""				
Q96MU7	YTHDC1 KIAA1966 YT521	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	727	"DOMAIN 355..492; /note=""YTH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00225"""	"BINDING 361..363; /ligand=""RNA""; /ligand_id=""ChEBI:CHEBI:33697""; /ligand_part=""N(6)-methyladenosine 5'-phosphate residue""; /ligand_part_id=""ChEBI:CHEBI:74449""; /evidence=""ECO:0000269|PubMed:31670957, ECO:0007744|PDB:6RT4, ECO:0007744|PDB:6RT5, ECO:0007744|PDB:6RT6, ECO:0007744|PDB:6RT7""; BINDING 377..378; /ligand=""RNA""; /ligand_id=""ChEBI:CHEBI:33697""; /ligand_part=""N(6)-methyladenosine 5'-phosphate residue""; /ligand_part_id=""ChEBI:CHEBI:74449""; /evidence=""ECO:0000269|PubMed:25242552, ECO:0000269|PubMed:31670957, ECO:0007744|PDB:6RT4, ECO:0007744|PDB:6RT5, ECO:0007744|PDB:6RT6, ECO:0007744|PDB:6RT7""; BINDING 428; /ligand=""RNA""; /ligand_id=""ChEBI:CHEBI:33697""; /ligand_part=""N(6)-methyladenosine 5'-phosphate residue""; /ligand_part_id=""ChEBI:CHEBI:74449""; /evidence=""ECO:0000269|PubMed:25242552""; BINDING 476; /ligand=""RNA""; /ligand_id=""ChEBI:CHEBI:33697""; /ligand_part=""N(6)-methyladenosine 5'-phosphate residue""; /ligand_part_id=""ChEBI:CHEBI:74449""; /evidence=""ECO:0000269|PubMed:31670957, ECO:0007744|PDB:6RT4, ECO:0007744|PDB:6RT5, ECO:0007744|PDB:6RT6, ECO:0007744|PDB:6RT7"""			
Q04727	TLE4 GRG4 KIAA1261	Transducin-like enhancer protein 4 (Grg-4) (Groucho-related protein 4)	773				"REPEAT 485..523; /note=""WD 1""; REPEAT 531..570; /note=""WD 2""; REPEAT 575..614; /note=""WD 3""; REPEAT 617..656; /note=""WD 4""; REPEAT 658..697; /note=""WD 5""; REPEAT 699..738; /note=""WD 6""; REPEAT 740..773; /note=""WD 7"""	
Q9ULQ1	TPCN1 KIAA1169 TPC1	Two pore channel protein 1 (Two pore calcium channel protein 1) (Voltage-dependent calcium channel protein TPC1)	816					
Q9NQW7	XPNPEP1 XPNPEPL XPNPEPL1	Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)	623		"BINDING 77; /ligand=""a peptide""; /ligand_id=""ChEBI:CHEBI:60466""; /evidence=""ECO:0000250|UniProtKB:O44750""; BINDING 395; /ligand=""a peptide""; /ligand_id=""ChEBI:CHEBI:60466""; /evidence=""ECO:0000250|UniProtKB:O44750""; BINDING 415; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000269|PubMed:18515364, ECO:0007744|PDB:3CTZ""; BINDING 426; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000269|PubMed:18515364, ECO:0007744|PDB:3CTZ""; BINDING 426; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:18515364, ECO:0007744|PDB:3CTZ""; BINDING 489; /ligand=""a peptide""; /ligand_id=""ChEBI:CHEBI:60466""; /evidence=""ECO:0000250|UniProtKB:O44750""; BINDING 489; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:18515364, ECO:0007744|PDB:3CTZ""; BINDING 498; /ligand=""a peptide""; /ligand_id=""ChEBI:CHEBI:60466""; /evidence=""ECO:0000250|UniProtKB:O44750""; BINDING 523; /ligand=""a peptide""; /ligand_id=""ChEBI:CHEBI:60466""; /evidence=""ECO:0000250|UniProtKB:O44750""; BINDING 523; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:18515364, ECO:0007744|PDB:3CTZ""; BINDING 537; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""1""; /evidence=""ECO:0000269|PubMed:18515364, ECO:0007744|PDB:3CTZ""; BINDING 537; /ligand=""Mn(2+)""; /ligand_id=""ChEBI:CHEBI:29035""; /ligand_label=""2""; /evidence=""ECO:0000269|PubMed:18515364, ECO:0007744|PDB:3CTZ"""			
Q13769	THOC5 C22orf19 KIAA0983	THO complex subunit 5 (Functional spliceosome-associated protein 79) (fSAP79) (NF2/meningioma region protein pK1.3) (Placental protein 39.2) (PP39.2) (hTREX90)	683					
