Entry	Gene Names	Protein names	Length	Domain [FT]	Binding site	Active site	Repeat	Zinc finger
P52948	NUP98 ADAR2	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]	1817	"DOMAIN 738..880; /note=""Peptidase S59""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00765"""		"ACT_SITE 881; /note=""Nucleophile""; /evidence=""ECO:0000269|PubMed:12191480, ECO:0000269|PubMed:18287282"""		
P34949	MPI PMI1	Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	423		"BINDING 110; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:P34948""; BINDING 112; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:P34948""; BINDING 137; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:P34948""; BINDING 276; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000250|UniProtKB:P34948"""	"ACT_SITE 295; /evidence=""ECO:0000250|UniProtKB:P34948"""		
Q8NCE2	MTMR14 C3orf29	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR14 (EC 3.1.3.95) (HCV NS5A-transactivated protein 4 splice variant A-binding protein 1) (NS5ATP4ABP1) (Myotubularin-related protein 14) (Phosphatidylinositol-3-phosphate phosphatase) (hJumpy)	650		"BINDING 333; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate)""; /ligand_id=""ChEBI:CHEBI:57923""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 333; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)""; /ligand_id=""ChEBI:CHEBI:58088""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 334; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate)""; /ligand_id=""ChEBI:CHEBI:57923""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 334; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)""; /ligand_id=""ChEBI:CHEBI:58088""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 335; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate)""; /ligand_id=""ChEBI:CHEBI:57923""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 335; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)""; /ligand_id=""ChEBI:CHEBI:58088""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 336; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate)""; /ligand_id=""ChEBI:CHEBI:57923""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 336; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)""; /ligand_id=""ChEBI:CHEBI:58088""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 382; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate)""; /ligand_id=""ChEBI:CHEBI:57923""; /evidence=""ECO:0000250|UniProtKB:Q13614""; BINDING 382; /ligand=""a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)""; /ligand_id=""ChEBI:CHEBI:58088""; /evidence=""ECO:0000250|UniProtKB:Q13614"""	"ACT_SITE 330; /note=""Phosphocysteine intermediate""; /evidence=""ECO:0000250|UniProtKB:Q13614"""		
O43847	NRDC NRD1	Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase)	1151		"BINDING 233; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10096""; BINDING 237; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10096""; BINDING 314; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10096"""	"ACT_SITE 236; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU10096"""		
Q9UGN5	PARP2 ADPRT2 ADPRTL2	Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	583	"DOMAIN 104..201; /note=""WGR""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01321""; DOMAIN 231..348; /note=""PARP alpha-helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00398""; DOMAIN 356..583; /note=""PARP catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00397"""	"BINDING 428..430; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000269|PubMed:32028527, ECO:0007744|PDB:6TX3""; BINDING 437; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000269|PubMed:32028527, ECO:0007744|PDB:6TX3""; BINDING 444; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000269|PubMed:32028527, ECO:0007744|PDB:6TX3""; BINDING 470; /ligand=""NAD(+)""; /ligand_id=""ChEBI:CHEBI:57540""; /evidence=""ECO:0000269|PubMed:32028527, ECO:0007744|PDB:6TX3"""	"ACT_SITE 558; /note=""For poly [ADP-ribose] polymerase activity""; /evidence=""ECO:0000305|PubMed:26704974, ECO:0000305|PubMed:30104678, ECO:0000305|PubMed:32028527"""		
Q6NW34	RMP64 C3orf17 NEPRO	Ribonuclease MRP subunit P64 (Nucleolus and neural progenitor protein)	567					
O15021	MAST4 KIAA0303	Microtubule-associated serine/threonine-protein kinase 4 (EC 2.7.11.1)	2623	"DOMAIN 570..843; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 844..916; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""; DOMAIN 1141..1229; /note=""PDZ""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00143"""	"BINDING 576..584; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; BINDING 599; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""	"ACT_SITE 693; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159"""		
Q96MF7	NSMCE2 C8orf36 MMS21	E3 SUMO-protein ligase NSE2 (EC 2.3.2.-) (E3 SUMO-protein transferase NSE2) (MMS21 homolog) (hMMS21) (Non-structural maintenance of chromosomes element 2 homolog) (Non-SMC element 2 homolog)	247		"BINDING 185; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00452""; BINDING 187; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00452""; BINDING 210; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00452""; BINDING 215; /ligand=""Zn(2+)""; /ligand_id=""ChEBI:CHEBI:29105""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00452"""			"ZN_FING 154..240; /note=""SP-RING-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00452"""
Q9NWQ8	PAG1 CBP PAG	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp)	432					
P28698	MZF1 MZF ZNF42 ZSCAN6	Myeloid zinc finger 1 (MZF-1) (Zinc finger and SCAN domain-containing protein 6) (Zinc finger protein 42)	734	"DOMAIN 44..125; /note=""SCAN box""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00187"""				"ZN_FING 356..378; /note=""C2H2-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 384..406; /note=""C2H2-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 412..434; /note=""C2H2-type 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 440..462; /note=""C2H2-type 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 485..507; /note=""C2H2-type 5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 513..535; /note=""C2H2-type 6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 541..563; /note=""C2H2-type 7""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 569..591; /note=""C2H2-type 8""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 597..619; /note=""C2H2-type 9""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 625..647; /note=""C2H2-type 10""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 653..675; /note=""C2H2-type 11""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 681..703; /note=""C2H2-type 12""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 709..731; /note=""C2H2-type 13""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042"""
Q9BVC4	MLST8 GBL LST8	Target of rapamycin complex subunit LST8 (TORC subunit LST8) (G protein beta subunit-like) (Gable) (Protein GbetaL) (Mammalian lethal with SEC13 protein 8) (mLST8)	326				"REPEAT 1..37; /note=""WD 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00221, ECO:0000269|PubMed:23636326""; REPEAT 40..80; /note=""WD 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00221, ECO:0000269|PubMed:23636326""; REPEAT 83..122; /note=""WD 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00221, ECO:0000269|PubMed:23636326""; REPEAT 126..165; /note=""WD 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00221, ECO:0000269|PubMed:23636326""; REPEAT 168..207; /note=""WD 5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00221, ECO:0000269|PubMed:23636326""; REPEAT 218..257; /note=""WD 6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00221, ECO:0000269|PubMed:23636326""; REPEAT 268..309; /note=""WD 7""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00221, ECO:0000269|PubMed:23636326"""	
Q9NS73	MBIP BM-015	MAP3K12-binding inhibitory protein 1 (MAPK upstream kinase-binding inhibitory protein) (MUK-binding inhibitory protein)	344					
Q9C0I1	MTMR12 KIAA1682 PIP3AP	Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12) (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein)	747	"DOMAIN 205..643; /note=""Myotubularin phosphatase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00669"""				
O00339	MATN2 UNQ193/PRO219	Matrilin-2	956	"DOMAIN 57..232; /note=""VWFA 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00219""; DOMAIN 238..278; /note=""EGF-like 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 279..319; /note=""EGF-like 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 320..360; /note=""EGF-like 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 361..401; /note=""EGF-like 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 402..442; /note=""EGF-like 5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 443..483; /note=""EGF-like 6""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 484..524; /note=""EGF-like 7""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 525..565; /note=""EGF-like 8""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 566..606; /note=""EGF-like 9""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 607..647; /note=""EGF-like 10""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00076""; DOMAIN 655..830; /note=""VWFA 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00219"""				
Q9NQG6	MIEF1 MID51 SMCR7L	Mitochondrial dynamics protein MIEF1 (Mitochondrial dynamics protein of 51 kDa) (Mitochondrial elongation factor 1) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein-like) (SMCR7-like protein)	463		"BINDING 187; /ligand=""ADP""; /ligand_id=""ChEBI:CHEBI:456216""; BINDING 189; /ligand=""ADP""; /ligand_id=""ChEBI:CHEBI:456216""; BINDING 201; /ligand=""ADP""; /ligand_id=""ChEBI:CHEBI:456216""; BINDING 340; /ligand=""ADP""; /ligand_id=""ChEBI:CHEBI:456216""; BINDING 342; /ligand=""ADP""; /ligand_id=""ChEBI:CHEBI:456216""; BINDING 368; /ligand=""ADP""; /ligand_id=""ChEBI:CHEBI:456216"""			
Q92823	NRCAM KIAA0343	Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)	1304	"DOMAIN 46..134; /note=""Ig-like 1""; DOMAIN 141..235; /note=""Ig-like 2""; DOMAIN 267..356; /note=""Ig-like 3""; DOMAIN 361..448; /note=""Ig-like 4""; DOMAIN 454..541; /note=""Ig-like 5""; DOMAIN 545..632; /note=""Ig-like 6""; DOMAIN 649..744; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 746..843; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 848..950; /note=""Fibronectin type-III 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 954..1051; /note=""Fibronectin type-III 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 1064..1156; /note=""Fibronectin type-III 5""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316"""				
L0R8F8	MIEF1 AltMiD51 AltMIEF1	Mitochondrial ribosome and complex I assembly factor AltMIEF1 (Alternative MIEF1 protein) (AltMIEF1) (MIEF1 microprotein) (MIEF1-MP) (alternative transcript upstream of MiD51) (AltMiD51)	70					
P11586	MTHFD1 MTHFC MTHFD	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) (Epididymis secretory sperm binding protein) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	935		"BINDING 52..56; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:10828945, ECO:0007744|PDB:1DIA, ECO:0007744|PDB:1DIB""; BINDING 99..101; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:10828945, ECO:0007744|PDB:1DIA, ECO:0007744|PDB:1DIB""; BINDING 172..174; /ligand=""NADP(+)""; /ligand_id=""ChEBI:CHEBI:58349""; /evidence=""ECO:0000269|PubMed:10828945, ECO:0000269|PubMed:9519408, ECO:0007744|PDB:1A4I, ECO:0007744|PDB:1DIA, ECO:0007744|PDB:1DIB, ECO:0007744|PDB:1DIG""; BINDING 197; /ligand=""NADP(+)""; /ligand_id=""ChEBI:CHEBI:58349""; /evidence=""ECO:0000269|PubMed:10828945, ECO:0000269|PubMed:9519408, ECO:0007744|PDB:1A4I, ECO:0007744|PDB:1DIA, ECO:0007744|PDB:1DIB, ECO:0007744|PDB:1DIG""; BINDING 272..276; /ligand=""substrate""; /evidence=""ECO:0000269|PubMed:10828945, ECO:0007744|PDB:1DIA, ECO:0007744|PDB:1DIB""; BINDING 380..387; /ligand=""ATP""; /ligand_id=""ChEBI:CHEBI:30616""; /evidence=""ECO:0000250"""	"ACT_SITE 56; /evidence=""ECO:0000269|PubMed:10828945"""		
O95140	MFN2 CPRP1 KIAA0214	Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)	757	"DOMAIN 93..342; /note=""Dynamin-type G""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01055"""	"BINDING 106..111; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:Q8IWA4""; BINDING 258..261; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:Q8IWA4""; BINDING 305; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:Q8IWA4""; BINDING 307; /ligand=""GTP""; /ligand_id=""ChEBI:CHEBI:37565""; /evidence=""ECO:0000250|UniProtKB:Q8IWA4"""			
Q9BVL2	NUP58 KIAA0410 NUPL1	Nucleoporin p58/p45 (58 kDa nucleoporin) (Nucleoporin-like protein 1)	599				"REPEAT 7..8; /note=""1""; REPEAT 30..31; /note=""2""; REPEAT 44..45; /note=""3""; REPEAT 63..64; /note=""4""; REPEAT 68..69; /note=""5""; REPEAT 488..489; /note=""6""; REPEAT 492..493; /note=""7""; REPEAT 513..514; /note=""8""; REPEAT 519..520; /note=""9""; REPEAT 529..530; /note=""10""; REPEAT 531..532; /note=""11""; REPEAT 545..546; /note=""12""; REPEAT 568..569; /note=""13""; REPEAT 578..579; /note=""14"""	
P43490	NAMPT PBEF PBEF1	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)	491		"BINDING 196; /ligand=""diphosphate""; /ligand_id=""ChEBI:CHEBI:33019""; BINDING 219; /ligand=""beta-nicotinamide D-ribonucleotide""; /ligand_id=""ChEBI:CHEBI:14649""; BINDING 247; /ligand=""diphosphate""; /ligand_id=""ChEBI:CHEBI:33019""; BINDING 311..313; /ligand=""beta-nicotinamide D-ribonucleotide""; /ligand_id=""ChEBI:CHEBI:14649""; BINDING 311; /ligand=""diphosphate""; /ligand_id=""ChEBI:CHEBI:33019""; BINDING 353..354; /ligand=""beta-nicotinamide D-ribonucleotide""; /ligand_id=""ChEBI:CHEBI:14649""; BINDING 384; /ligand=""beta-nicotinamide D-ribonucleotide""; /ligand_id=""ChEBI:CHEBI:14649""; BINDING 392; /ligand=""beta-nicotinamide D-ribonucleotide""; /ligand_id=""ChEBI:CHEBI:14649"""			
O60291	MGRN1 KIAA0544 RNF156	E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1)	552					"ZN_FING 278..317; /note=""RING-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00175"""
Q9Y2Z2	MTO1 CGI-02	5-taurinomethyluridine-[tRNA] synthase subunit MTO1, mitochondrial (Mitochondrial tRNA translation optimization 1) (Protein MTO1 homolog, mitochondrial)	717		"BINDING 43..48; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000250|UniProtKB:O66962""; BINDING 155; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000250|UniProtKB:O66962""; BINDING 218; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000250|UniProtKB:O66962""; BINDING 432; /ligand=""FAD""; /ligand_id=""ChEBI:CHEBI:57692""; /evidence=""ECO:0000250|UniProtKB:O66962"""			
Q15788	NCOA1 BHLHE74 SRC1	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1)	1441	"DOMAIN 23..80; /note=""bHLH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00981""; DOMAIN 109..180; /note=""PAS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00140"""				
Q9Y345	SLC6A5 GLYT2 NET1	Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5)	797		"BINDING 206; /ligand=""Na(+)""; /ligand_id=""ChEBI:CHEBI:29101""; /ligand_label=""1""; /evidence=""ECO:0000250|UniProtKB:Q7K4Y6""; BINDING 208; /ligand=""Na(+)""; /ligand_id=""ChEBI:CHEBI:29101""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q7K4Y6""; BINDING 209; /ligand=""Na(+)""; /ligand_id=""ChEBI:CHEBI:29101""; /ligand_label=""1""; /evidence=""ECO:0000250|UniProtKB:Q7K4Y6""; BINDING 213; /ligand=""Na(+)""; /ligand_id=""ChEBI:CHEBI:29101""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q7K4Y6""; BINDING 477; /ligand=""Na(+)""; /ligand_id=""ChEBI:CHEBI:29101""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q7K4Y6""; BINDING 509; /ligand=""Na(+)""; /ligand_id=""ChEBI:CHEBI:29101""; /ligand_label=""2""; /evidence=""ECO:0000250|UniProtKB:Q7K4Y6""; BINDING 574; /ligand=""Na(+)""; /ligand_id=""ChEBI:CHEBI:29101""; /ligand_label=""1""; /evidence=""ECO:0000250|UniProtKB:Q7K4Y6""; BINDING 577; /ligand=""Na(+)""; /ligand_id=""ChEBI:CHEBI:29101""; /ligand_label=""1""; /evidence=""ECO:0000250|UniProtKB:Q7K4Y6"""			
Q96L73	NSD1 ARA267 KMT3B	Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.357) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)	2696	"DOMAIN 323..388; /note=""PWWP 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00162""; DOMAIN 1756..1818; /note=""PWWP 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00162""; DOMAIN 1890..1940; /note=""AWS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00562""; DOMAIN 1942..2059; /note=""SET""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00190""; DOMAIN 2066..2082; /note=""Post-SET""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00155"""	"BINDING 1952..1954; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; BINDING 1994..1997; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; BINDING 2020..2021; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; BINDING 2065; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00190, ECO:0000269|PubMed:21196496""; BINDING 2071; /ligand=""S-adenosyl-L-methionine""; /ligand_id=""ChEBI:CHEBI:59789""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00190, ECO:0000269|PubMed:21196496"""			"ZN_FING 1543..1589; /note=""PHD-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00146""; ZN_FING 1590..1646; /note=""PHD-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00146""; ZN_FING 1707..1751; /note=""PHD-type 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00146""; ZN_FING 2118..2165; /note=""PHD-type 4; atypical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00146"""
Q5VWP3	MLIP C6orf142 Cip	Muscular LMNA-interacting protein (Cardiac Isl1-interacting protein) (CIP) (Muscular-enriched A-type laminin-interacting protein)	993					
Q8NDA8	MROH1 HEATR7A KIAA1833	Maestro heat-like repeat-containing protein family member 1 (HEAT repeat-containing protein 7A)	1641				"REPEAT 3..41; /note=""HEAT 1""; REPEAT 159..198; /note=""HEAT 2""; REPEAT 344..382; /note=""HEAT 3""; REPEAT 385..423; /note=""HEAT 4""; REPEAT 1048..1086; /note=""HEAT 5""; REPEAT 1358..1396; /note=""HEAT 6""; REPEAT 1605..1641; /note=""HEAT 7"""	
O94916	NFAT5 KIAA0827 TONEBP	Nuclear factor of activated T-cells 5 (NF-AT5) (T-cell transcription factor NFAT5) (Tonicity-responsive enhancer-binding protein) (TonE-binding protein) (TonEBP)	1531	"DOMAIN 264..443; /note=""RHD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00265"""				
O76041	NEBL C10orf113 LNEBL	Nebulette (Actin-binding Z-disk protein)	1014	"DOMAIN 954..1014; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192"""			"REPEAT 29..63; /note=""Nebulin 1""; REPEAT 64..99; /note=""Nebulin 2""; REPEAT 100..136; /note=""Nebulin 3""; REPEAT 137..172; /note=""Nebulin 4""; REPEAT 173..205; /note=""Nebulin 5""; REPEAT 206..241; /note=""Nebulin 6""; REPEAT 242..278; /note=""Nebulin 7""; REPEAT 279..313; /note=""Nebulin 8""; REPEAT 314..348; /note=""Nebulin 9""; REPEAT 349..385; /note=""Nebulin 10""; REPEAT 386..422; /note=""Nebulin 11""; REPEAT 423..459; /note=""Nebulin 12""; REPEAT 460..496; /note=""Nebulin 13""; REPEAT 497..533; /note=""Nebulin 14""; REPEAT 534..569; /note=""Nebulin 15""; REPEAT 570..599; /note=""Nebulin 16""; REPEAT 600..635; /note=""Nebulin 17""; REPEAT 636..666; /note=""Nebulin 18""; REPEAT 667..693; /note=""Nebulin 19""; REPEAT 694..728; /note=""Nebulin 20""; REPEAT 729..759; /note=""Nebulin 21""; REPEAT 760..794; /note=""Nebulin 22""; REPEAT 795..830; /note=""Nebulin 23"""	
P10589	NR2F1 EAR3 ERBAL3 TFCOUP1	COUP transcription factor 1 (COUP-TF1) (COUP transcription factor I) (COUP-TF I) (Nuclear receptor subfamily 2 group F member 1) (V-erbA-related protein 3) (EAR-3)	423	"DOMAIN 184..410; /note=""NR LBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01189"""				"ZN_FING 86..106; /note=""NR C4-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00407""; ZN_FING 122..146; /note=""NR C4-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00407"""
